project_slug,project_name,market_cap_usd,price_usd,total_invested,funds_count,top_funds
health,HEALTH,,,2500000.0,2,"Castrum Capital ($1,250,000); Gemhead Capital ($1,250,000)"
shodai-network,Shodai Network,,,2500000.0,3,"ConsenSys ($833,333); ConsenSys Mesh ($833,333); Joseph Lubin ($833,333)"
gondor,Gondor,,,2500000.0,3,"Maven 11 Capital ($833,333); Castle Island Ventures ($833,333); Prelude ($833,333)"
the-blockchain-group,Capital B (The Blockchain Group),,,82350000.0,5,"TOBAM ($42,533,333); Adam Back ($26,353,333); Quadrille Capital ($4,865,000); Yves Choueifaty ($4,865,000); Ludovic Chechin-Laurans ($3,733,333)"
aligned-layer,ALIGN,,,22600000.0,20,"Hack VC ($2,000,000); dao5 ($2,000,000); J17 Capital ($2,000,000); Theta Blockchain Ventures ($2,000,000); Symbolic Capital ($2,000,000)"
hemera,Hemera,,,2600000.0,5,"SNZ Holding ($520,000); ChainLink ($520,000); Nomad Capital ($520,000); LIF ($520,000); Harry Shum ($520,000)"
hyle,Hylé,,,2600000.0,4,"Fabric Ventures ($650,000); Framework Ventures ($650,000); Cherry Ventures ($650,000); Heartcore Capital ($650,000)"
level-2,Level,,,6200000.0,24,"Dragonfly Capital ($602,941); Polychain Capital ($450,000); Robot Ventures ($450,000); Balaji Srinivasan ($450,000); GCR (Global Coin Research) ($450,000)"
native,Native,,,2600000.0,1,"Nexus Mutual ($2,600,000)"
inferix-2,Inferix,,,2600000.0,1,"DePIN X ($2,600,000)"
rovr,ROVR,,,2600000.0,2,"Borderless Capital ($1,300,000); GEODNET ($1,300,000)"
stan,STAN,,,11200000.0,14,"GFR Fund ($1,312,727); Aptos ($1,312,727); General Catalyst ($772,727); King River Capital ($772,727); Nazara Technologies ($772,727)"
bbox,BBOX,,,2700000.0,8,"Arrington Capital ($337,500); CMS Holdings ($337,500); Hashed ($337,500); ConsenSys ($337,500); Mask Network ($337,500)"
citrea,Citrea,,,16699999.999999996,21,"Maven 11 Capital ($823,529); Founders Fund ($823,529); Balaji Srinivasan ($823,529); Erik Voorhees ($823,529); Mirana Ventures ($823,529)"
range,Range,,,2700000.0,14,"BitScale Capital ($192,857); Caballeros Capital ($192,857); Fenbushi Capital ($192,857); Robot Ventures ($192,857); Chorus One ($192,857)"
raven-2,Raven,,,2700000.0,2,"Wintermute ($1,350,000); Hack VC ($1,350,000)"
alt-drx,Alt DRX,,,2700000.0,9,"Qatar Development Bank ($300,000); Brand Capital ($300,000); WeFounderCircle ($300,000); nX Capital ($300,000); Harsha Bhogle ($300,000)"
metalex,MetaLeX,,,2750000.0,6,"Jack Zampolin ($458,333); Piers Kicks ($458,333); Seed Club Ventures ($458,333); Hasu ($458,333); cyber Fund ($458,333)"
hyve-labs,Hyve Labs,,,2750000.0,4,"Framework Ventures ($687,500); Volt Capital ($687,500); 32-Bit Ventures ($687,500); Builder Capital ($687,500)"
characterx,CharacterX,,,2800000.0,8,"84000LP ($350,000); Spark Digital Capital ($350,000); Lightspeed Venture Partners ($350,000); Fermion Capital ($350,000); Fan Zhang ($350,000)"
contributiondao,ContributionDAO,,,2800000.0,6,"GuildFi ($466,667); Keone Hon ($466,667); Kasikorn X ($466,667); Agnostic Fund ($466,667); Arjun Bhuptani ($466,667)"
cryptohunter-world,CryptoHunter World,,,2800000.0,5,"HG Ventures ($560,000); Mindfulness Capital ($560,000); IOST ($560,000); Layer OTC ($560,000); Big Candle Capital ($560,000)"
mevvy,Mevvy,,,2800000.0000000005,21,"Multicoin Capital ($133,333); Hypersphere Ventures ($133,333); Borderless Capital ($133,333); Nascent ($133,333); Chapter One Ventures ($133,333)"
rocksolid-network,RockSolid Network,,,2800000.0,16,"IDEO CoLab Ventures ($175,000); Kindred Ventures ($175,000); Castle Island Ventures ($175,000); GSR Markets (GSR) ($175,000); Blockchain Builders Fund ($175,000)"
veta-finance,Veta Finance,,,2850000.0,5,"imToken ($570,000); Matrixport ($570,000); FutureMoney Group ($570,000); WT Capital ($570,000); 280 Capital ($570,000)"
blockcast,Blockcast,,,2850000.0000000005,7,"Anatoly Yakovenko ($407,143); Finality Capital Partners ($407,143); Lattice ($407,143); RW3 Ventures ($407,143); Zee Prime Capital ($407,143)"
rebar-labs,Rebar Labs,,,2900000.0,5,"Moonrock Capital ($580,000); ParaFi Capital ($580,000); 6MV (6th Man Ventures) ($580,000); UTXO Management ($580,000); Arca ($580,000)"
filmchain,FilmChain,,,2980000.0,4,"Holt Xchange ($745,000); HearstLab ($745,000); DeBa Ventures ($745,000); TechAngels ($745,000)"
exverse,EXVG,,0.0004142,3000000.0,7,"Moonrock Capital ($428,571); KuCoin ($428,571); Seedify Fund ($428,571); Cointelligence ($428,571); Cogitent Ventures ($428,571)"
bitbrawl,BRAWL,,4.898e-06,3000000.0,3,"Morningstar Ventures ($1,000,000); Shima Capital ($1,000,000); Big Brain Holdings ($1,000,000)"
slingshot,SLING,,0.0001492,19000000.0,9,"Alphabit Fund ($3,000,000); Animoca Brands ($2,000,000); Sfermion ($2,000,000); Dragonfly Capital ($2,000,000); Digital Currency Group (DCG) ($2,000,000)"
freebnk,FRBK,,0.0002424,3000000.0,4,"LVT Capital ($750,000); Lavender Capital ($750,000); Founderheads ($750,000); ChaiTech Ventures ($750,000)"
sunrise-2,SUNRISE,,0.004118,3000000.0,12,"Arriba Studio ($250,000); V3V Ventures ($250,000); Animoca Brands Japan ($250,000); gumi Cryptos Capital ($250,000); MH Ventures ($250,000)"
jk-labs,JokeRace,,,3000000.0,21,"The Lao ($142,857); 1kx ($142,857); Maven 11 Capital ($142,857); RockawayX ($142,857); Mask Network ($142,857)"
ordinalsbot,OrdinalsBot,,,3000000.0,12,"Digital Asset Capital Management (DACM) ($250,000); CMS Holdings ($250,000); Sora Ventures ($250,000); Kenetic Capital ($250,000); Eden Block ($250,000)"
army-of-fortune-metaverse,AFC,,2.89e-06,3000000.0,6,"Animoca Brands ($500,000); Chain Ridge Capital ($500,000); Ticker Capital ($500,000); LiquidX ($500,000); BSCN Gaming ($500,000)"
maalexi,Maalexi,,,6000000.0,2,"Citi ($3,000,000); Global Ventures ($3,000,000)"
kasu,Kasu,,,3000000.0,10,"Morningstar Ventures ($300,000); Woodstock Fund ($300,000); Rarestone Capital ($300,000); Asteroid Capital ($300,000); Andromeda Capital ($300,000)"
gigastar,GigaStar,,,3000000.0,5,"Belvedere Trading ($600,000); DV Chain ($600,000); Metropolitan Capital ($600,000); Nameless Ventures ($600,000); Tomsic Holdings ($600,000)"
superform,Superform,,,9499999.999999998,20,"Polychain Capital ($733,333); CMT Digital ($733,333); Strobe (Prev. BlockTower Capital) ($733,333); Maven 11 Capital ($733,333); Heartcore Capital ($733,333)"
fuzzland,FuzzLand,,,3000000.0,4,"HashKey Capital ($750,000); 1kx ($750,000); SNZ Holding ($750,000); Panga Ventures ($750,000)"
the-mystery-society,The Mystery Society,,,3000000.0,9,"Sfermion ($333,333); Shima Capital ($333,333); Polygon Studios ($333,333); GSR Markets (GSR) ($333,333); 32-Bit Ventures ($333,333)"
init-capital,INIT Capital,,,3000000.0,9,"Electric Capital ($333,333); Robot Ventures ($333,333); Mirana Ventures ($333,333); Maelstrom ($333,333); Nomad Capital ($333,333)"
qed-protocol,QED Protocol,,,9000000.0,10,"Blockchain Capital ($6,000,000); Arrington Capital ($333,333); Draper Dragon ($333,333); Valhalla Capital ($333,333); Edessa Capital ($333,333)"
stack-2,Stack,,,3000000.0,9,"Coinbase Ventures ($333,333); Scalar Capital ($333,333); a_capital ($333,333); Balaji Srinivasan ($333,333); Cooper Turley ($333,333)"
oyl,Oyl,,,2999999.999999999,19,"Borderless Capital ($157,895); domo ($157,895); Nick Hansen ($157,895); Udi Wertheimer ($157,895); Public Works ($157,895)"
eyris,Eyris,,,3000000.0,1,"Red Cell Partners ($3,000,000)"
tensorplex-labs,Tensorplex Labs,,,3000000.0,5,"Digital Currency Group (DCG) ($600,000); Amber Group ($600,000); Collab+Currency ($600,000); Quantstamp ($600,000); Canonical Crypto ($600,000)"
bi-social,Bi.social,,,3000000.0,3,"WAGMI Ventures ($1,000,000); Web3Vision ($1,000,000); QF Capital ($1,000,000)"
nubit,Nubit,,,10999999.999999998,17,"OKX Ventures ($1,103,175); Primitive Ventures ($1,103,175); dao5 ($1,103,175); GeekCartel ($1,103,175); Symbolic Capital ($1,103,175)"
bythen, ,,,3000000.0,12,"GuildFi ($250,000); East Ventures ($250,000); BEENEXT ($250,000); dingaling ($250,000); Grail.eth ($250,000)"
cove-finance,Cove Finance,,,3000000.0,10,"Electric Capital ($300,000); Accomplice ($300,000); Richard Ma (Quantstamp) ($300,000); Robot Ventures ($300,000); Josh Hannah ($300,000)"
veremark,Veremark,,,3000000.0,4,"Samaipata ($750,000); Stage 2 Capital ($750,000); ACF Investors ($750,000); Vulpes Investment ($750,000)"
mayan,Mayan,,,2999999.999999999,14,"Arrington Capital ($214,286); Solana Ventures ($214,286); Borderless Capital ($214,286); 6MV (6th Man Ventures) ($214,286); Big Brain Holdings ($214,286)"
zeko,Zeko,,,3000000.0,15,"GBV Capital ($200,000); Signum Capital ($200,000); YBB Foundation ($200,000); SkyVision Capital ($200,000); Tenzor Capital ($200,000)"
adot,Adot,,,3000000.0,3,"gumi Cryptos Capital ($1,000,000); Hash Global ($1,000,000); Xin Family ($1,000,000)"
dwellfi,DwellFi,,,3000000.0,4,"E1 Ventures ($750,000); Hustle Fund ($750,000); Blockchain Coinvestors ($750,000); Fortified Ventures ($750,000)"
fantagoal,FantaGoal,,,3000000.0,4,"Chain Capital ($750,000); IDG Capital ($750,000); KuCoin Ventures ($750,000); Opta ($750,000)"
el-dorado,El Dorado,,,3000000.0,2,"Multicoin Capital ($1,500,000); Coinbase Ventures ($1,500,000)"
zizle,Zizle,,,3000000.0,4,"Black Dragon ($750,000); Node Kapital ($750,000); Unity Ventures ($750,000); Khaled Guerbouz ($750,000)"
wasabi,Wasabi,,,2999999.9999999995,18,"Electric Capital ($166,667); CoinGecko Ventures ($166,667); Sam Kazemian ($166,667); Santiago Roel Santos ($166,667); DCF GOD ($166,667)"
zeek-network,Zeek Network,,,2999999.999999999,14,"Animoca Brands ($214,286); OKX Ventures ($214,286); Everest Ventures ($214,286); Arche Fund ($214,286); Panony ($214,286)"
decent-land,Decent.land,,,3000000.0,5,"LD Capital ($600,000); LongHash Ventures ($600,000); Foresight Ventures ($600,000); Big Brain Holdings ($600,000); Web3.com Ventures ($600,000)"
novanet,NovaNet,,,3000000.0,9,"Arrington Capital ($333,333); Caballeros Capital ($333,333); Avalanche Foundation ($333,333); Scott Moore ($333,333); Jaynti Kanani ($333,333)"
compute-labs,Compute Labs,,,3000000.0,20,"HashKey Capital ($150,000); CMS Holdings ($150,000); OKX Ventures ($150,000); P2 Ventures ($150,000); Sandeep Nailwal ($150,000)"
kulipa,Kulipa,,,3000000.0,2,"White Star Capital ($1,500,000); Fabric Ventures ($1,500,000)"
oh-gamers,Oh Gamers,,,3000000.0,1,"Axia8 Ventures ($3,000,000)"
etherfuse,Etherfuse,,,3000000.0,5,"White Star Capital ($600,000); North Island Ventures ($600,000); FunFair Ventures ($600,000); The Department of XYZ ($600,000); Stellar Foundation ($600,000)"
panda-titan,PANDA TITAN,,,3000000.0,1,"Archer Capital ($3,000,000)"
blockscout,Blockscout,,,3000000.0,8,"1kx ($375,000); Primitive Ventures ($375,000); Alex Svanevik ($375,000); Stefan George ($375,000); Gnosis ($375,000)"
kem,Kem,,,3000000.0,1,"Tether ($3,000,000)"
time-fun,Time.fun,,,2999999.999999999,14,"Breed ($214,286); Mert Mumtaz ($214,286); Advancit Capital ($214,286); Evgeny Gokhberg ($214,286); Ezra Galston ($214,286)"
verofax,Verofax,,,3000000.0,3,"Plug and Play ($1,000,000); Navig8 Group ($1,000,000); Trove Capital ($1,000,000)"
0xastra,0xAstra,,,3000000.0,6,"Animoca Brands ($500,000); Folius Ventures ($500,000); Redpoint Ventures ($500,000); Skyland Ventures ($500,000); Ultiverse ($500,000)"
magicblock,Magicblock,,,10499999.999999998,14,"Andreessen Horowitz (a16z) ($3,000,000); chainyoda.eth ($576,923); Matt Sorg ($576,923); Equilibrium Ventures ($576,923); Mechanism Capital ($576,923)"
borderless-2,Borderless,,,3000000.0,3,"Amity Ventures ($1,000,000); Michael Shaulov ($1,000,000); Anton Katz ($1,000,000)"
mbd,mbd,,,3000000.0,6,"Andreessen Horowitz (a16z) ($500,000); Mask Network ($500,000); Polymorphic Capital ($500,000); WAGMI Ventures ($500,000); Forward Research ($500,000)"
teneo-protocol,TENEO,,,3000000.0,12,"Outlier Ventures ($250,000); Moonrock Capital ($250,000); Borderless Capital ($250,000); RockawayX ($250,000); Certik ($250,000)"
barter-2,Barter,,,3000000.0,6,"Digital Currency Group (DCG) ($500,000); Maven 11 Capital ($500,000); Daedalus ($500,000); Lattice ($500,000); Anagram Crypto ($500,000)"
juicyway,Juicyway,,,3000000.0,7,"Microtraction ($428,571); Future Africa ($428,571); Magic Fund ($428,571); P1 Ventures ($428,571); Andrew Alli ($428,571)"
inxy-payments,INXY Payments,,,3000000.0,1,"Flashpoint VC ($3,000,000)"
cabal-2,Cabal,,,3000000.0,8,"Delphi Ventures ($375,000); Nascent ($375,000); Hack VC ($375,000); DCF GOD ($375,000); Nick Chong ($375,000)"
infinifi,InfiniFi,,,3000000.0,9,"Electric Capital ($333,333); Sam Kazemian ($333,333); New Form Capital ($333,333); DeFi Dad ($333,333); Kraynos Capital ($333,333)"
maestro,Maestro,,,3000000.0,6,"Draper Dragon ($500,000); Draper Associates ($500,000); Bitcoin Frontier Fund ($500,000); UTXO Management ($500,000); Wave Digital Assets ($500,000)"
mansa,Mansa,,,3000000.0,5,"Tether ($600,000); Polymorphic Capital ($600,000); Faculty Group ($600,000); Trive ($600,000); Octerra Capital ($600,000)"
byzantine-finance,Byzantine Finance,,,3000000.0,16,"Blockwall Management ($187,500); Nicolas Bacca ($187,500); Lightshift Capital ($187,500); Richard Malone ($187,500); Henry Chen ($187,500)"
fantv,FanTV,,,8500000.0,10,"Multicoin Capital ($916,667); IOSG Ventures ($916,667); Woodstock Fund ($916,667); Krafton ($916,667); Tykhe Block Ventures ($916,667)"
arda-labs,Arda Labs,,,3000000.0,1,"Lightshift Capital ($3,000,000)"
rakurai,Rakurai,,,3000000.0,8,"Slow Ventures ($375,000); Crypto.com ($375,000); Robot Ventures ($375,000); Anagram Crypto ($375,000); cyber Fund ($375,000)"
m10,M10,,,3000000.0,7,"Blockchain Founders Fund ($428,571); Big Brain Holdings ($428,571); GSR Markets (GSR) ($428,571); Monoceros ($428,571); Sui Foundation ($428,571)"
immortal-rising-2,Immortal Rising 2,,,3000000.0,10,"The Spartan Group ($300,000); Immutable ($300,000); Cristian Manea ($300,000); 32-Bit Ventures ($300,000); Planetarium ($300,000)"
xweave,Xweave,,,3000000.0,7,"Fabric Ventures ($428,571); Digital Currency Group (DCG) ($428,571); White Star Capital ($428,571); Jungle Ventures ($428,571); Lightshift Capital ($428,571)"
asigna,Asigna,,,3000000.0,8,"Ryan Fang ($375,000); Hivemind Capital Partners ($375,000); Trust Machines ($375,000); Paul Taylor ($375,000); Sats Ventures ($375,000)"
heyelsa,HeyElsa,,,3000000.0,10,"MH Ventures ($300,000); M31 Capital ($300,000); Base Ecosystem Fund ($300,000); 2Shares ($300,000); Levitate Labs ($300,000)"
silhouette,Silhouette,,,3000000.0,8,"NGC Ventures ($375,000); RockawayX ($375,000); Amber Group ($375,000); Hivemind Capital Partners ($375,000); Protagonist ($375,000)"
makina,Makina,,,2999999.999999999,19,"Aleksander Larsen (Psycheout) ($157,895); Ryan Zurrer ($157,895); Ivangbi ($157,895); Cozomo de Medici ($157,895); Bodhi Ventures ($157,895)"
truenorth,TrueNorth,,,3000000.0,5,"Delphi Digital (Delphi Labs) ($600,000); SNZ Holding ($600,000); GSR Markets (GSR) ($600,000); Ocular VC ($600,000); cyber Fund ($600,000)"
doppler-finance,Doppler Finance,,,2999999.999999999,11,"HashKey Capital ($272,727); Digital Currency Group (DCG) ($272,727); Cluster Capital ($272,727); CMCC Global ($272,727); GSR Markets (GSR) ($272,727)"
riva-money,Riva Money,,,3000000.0,1,"Project A ($3,000,000)"
holmesai,HolmesAI,,,3000000.0,3,"Waterdrip Capital ($1,000,000); Bitrise Capital ($1,000,000); CGV FoF (Cryptogram Venture) ($1,000,000)"
grainchain,GrainChain,,,3000000.0,1,"Bed Bath & Beyond ($3,000,000)"
basevol,BaseVol,,,3000000.0,5,"Altos Ventures ($600,000); Baboon VC ($600,000); WTIC ($600,000); Neoclassic Capital ($600,000); Virtuals Ventures ($600,000)"
voyage-2,Voyage,,,3000000.0,12,"IOSG Ventures ($250,000); Solana Ventures ($250,000); MH Ventures ($250,000); Big Brain Holdings ($250,000); Alliance ($250,000)"
me3,Me3,,,3000000.0,6,"Outlier Ventures ($500,000); MV Global ($500,000); Marshland Capital ($500,000); Maven Capital ($500,000); Tokocrypto ($500,000)"
deepsafe,DeepSafe,,,3000000.0,8,"Spark Digital Capital ($375,000); ViaBTC Capital ($375,000); Gate.io ($375,000); Cogitent Ventures ($375,000); Antalpha ($375,000)"
pruv-finance,Pruv Finance,,,3000000.0,6,"UOB Venture Management ($500,000); Saison Capital ($500,000); Taisu Ventures ($500,000); Spiral Ventures ($500,000); Ascent Group ($500,000)"
deepnode-ai,DEEP,,,3000000.0,6,"Blockchain Founders Fund ($500,000); Side Door Ventures ($500,000); IOBC Capital ($500,000); FOMO Ventures ($500,000); TB Ventures (TBV) ($500,000)"
collecto,Collecto,,,3020000.0,8,"Marcello Albergoni ($377,500); Alessandro Zanotti ($377,500); Andrea Travasoni ($377,500); Guido Frisiani ($377,500); Gianluca Corti ($377,500)"
the-bagel-network,The Bagel Network,,,3100000.0,6,"CoinFund ($516,667); Maven 11 Capital ($516,667); Borderless Capital ($516,667); Protocol Labs ($516,667); Breed ($516,667)"
soccerverse,Soccerverse,,,3100000.0,2,"Square Enix ($1,550,000); Hiro Capital ($1,550,000)"
sekai,Sekai,,,3100000.0,5,"Hashed ($620,000); Orange DAO ($620,000); Zypsy ($620,000); a16z crypto CSX ($620,000); Azuki ($620,000)"
fyde,FYDE,,0.003129,3200000.0,4,"Merit Circle ($800,000); Arrington Capital ($800,000); OP Crypto ($800,000); Big Brain Holdings ($800,000)"
open-trade,Open Trade,,,14200000.0,9,"CMCC Global ($3,040,000); AlbionVC ($2,400,000); Andreessen Horowitz (a16z) ($2,040,000); a16z crypto CSX ($2,000,000); Mercury Fund ($1,400,000)"
ryder,Ryder,,,3200000.0,8,"Borderless Capital ($400,000); Semantic Ventures ($400,000); Smape Capital ($400,000); Tim Draper ($400,000); Anatoly Yakovenko ($400,000)"
nodeshift,NodeShift,,,3200000.0,5,"10x Founders ($640,000); Kestrel0x1 ($640,000); Notion Capital ($640,000); Epic Games ($640,000); Inovo.vc ($640,000)"
truvius,Truvius,,,3200000.0,3,"New Form Capital ($1,066,667); Galaxy ($1,066,667); Chainview Capital ($1,066,667)"
veda,Veda,,,21200000.0,20,"Bitgo ($2,066,667); Draper Dragon ($1,066,667); Marana Ventures ($1,066,667); Coinbase Ventures ($1,000,000); Animoca Brands ($1,000,000)"
rise-chain,RISE Chain,,,7200000.0,15,"Galaxy ($4,000,000); Digital Asset Capital Management (DACM) ($228,571); P2 Ventures ($228,571); Stani Kulechov ($228,571); Sandeep Nailwal ($228,571)"
bridgeport,BridgePort,,,3200000.0000000005,6,"Blockchain Founders Fund ($533,333); Humla Ventures ($533,333); FunFair Ventures ($533,333); XBTO Group ($533,333); Further ($533,333)"
stashh,Stashh,,,3300000.0,5,"Animoca Brands ($660,000); Sfermion ($660,000); HashKey Capital ($660,000); Shima Capital ($660,000); 6MV (6th Man Ventures) ($660,000)"
rena-labs,Rena Labs,,,3300000.0000000005,13,"Paper Ventures ($253,846); Rushi Manche ($253,846); Cooper Scanlon ($253,846); Eterna Capital ($253,846); Mapleblock Capital ($253,846)"
blindpay,BlindPay,,,3299999.9999999995,9,"Transpose Platform ($366,667); Acacia Venture Capital Partners ($366,667); Jawed Karim ($366,667); Y Combinator ($366,667); 468 Capital ($366,667)"
spicenet,Spicenet,,,3399999.9999999995,19,"Magnus Capital ($178,947); Hack VC ($178,947); Tekin Salimi ($178,947); George Lambeth ($178,947); Zaki Manian ($178,947)"
otonomi,Otonomi,,,3400000.0,8,"Bering Waters Ventures ($425,000); ATX Venture Partners ($425,000); Greenlight Re Innovations ($425,000); Punja.VC ($425,000); Altari Ventures ($425,000)"
miningstore,MiningStore,,,3400000.0,1,"Millennium Infrastructure Fund ($3,400,000)"
akave,Akave,,,3450000.0,4,"Blockchange Ventures ($862,500); Protocol Labs ($862,500); Lightshift Capital ($862,500); Blockchain Builders Fund ($862,500)"
aifinyo,aifinyo,,,3480000.0,1,"UTXO Management ($3,480,000)"
wynd-2,Wynd Network,,,3500000.0,5,"Big Brain Holdings ($700,000); Mozaik Capital ($700,000); Polychain Capital ($700,000); BitScale Capital ($700,000); Tribe Capital ($700,000)"
startale-labs,Startale Labs,,,3500000.0,3,"Signum Capital ($1,166,667); Samsung NEXT ($1,166,667); Sony Network Communications ($1,166,667)"
witness,Witness,,,3500000.0,8,"Coinbase Ventures ($437,500); Tarun Chitra ($437,500); Haun Ventures ($437,500); Elias Simos ($437,500); Henri Stern ($437,500)"
zest-protocol-2,Zest Protocol,,,3500000.0,4,"YZi Labs (prev Binance Labs) ($875,000); Tim Draper ($875,000); Flow Traders ($875,000); Trust Machines ($875,000)"
tread-fi,Tread.fi,,,3500000.0,7,"GBV Capital ($500,000); Varys Capital ($500,000); New Form Capital ($500,000); Daedalus ($500,000); Aquanow ($500,000)"
crunchdao,CrunchDAO,,,8500000.0,10,"Multicoin Capital ($1,500,000); Fabric Ventures ($1,500,000); Elixir Capital ($875,000); Factor Capital ($875,000); Galaxy ($625,000)"
echelon,Echelon,,,3499999.999999999,13,"Amber Group ($269,231); DCF GOD ($269,231); Re7 Capital ($269,231); Serafund ($269,231); Saison Capital ($269,231)"
fountain-2,Fountain,,,3500000.0,4,"Foundation Capital ($875,000); Caladan (Alphalab) ($875,000); Primal Capital ($875,000); Druid Ventures ($875,000)"
wingbits,Wingbits,,,9100000.0,7,"Tribe Capital ($1,966,667); Borderless Capital ($1,966,667); Antler ($1,966,667); The Spartan Group ($800,000); SNZ Holding ($800,000)"
eidon-ai,Eidon AI,,,3500000.0,2,"Framework Ventures ($1,750,000); cyber Fund ($1,750,000)"
inception,Inception,,,3499999.9999999986,30,"Chorus One ($116,667); CSP DAO ($116,667); DuckDAO ($116,667); Gains Associates ($116,667); Mr. Block ($116,667)"
stable-sea,Stable Sea,,,3500000.0,5,"The Fintech Fund ($700,000); Kindred Ventures ($700,000); Ludlow Ventures ($700,000); The Venture Dept ($700,000); DFS Lab ($700,000)"
the9-2,The9,,,11499999.999999998,3,"FineWill Capital ($6,166,667); Elune Capital ($2,666,667); Bripheno Pte. Ltd. ($2,666,667)"
wildcat-labs,Wildcat Labs,,,3500000.0000000005,11,"Robot Ventures ($318,182); P2 Ventures ($318,182); Joey Santoro ($318,182); Hyperithm ($318,182); Safe Ecosystem Foundation ($318,182)"
melee,Melee,,,3500000.0,2,"Variant ($1,750,000); DBA ($1,750,000)"
0xbow,0xbow,,,3500000.0,4,"Coinbase Ventures ($875,000); Boost VC ($875,000); Status ($875,000); Starbloom Capital ($875,000)"
kravata,Kravata,,,3600000.0,5,"SIMMA Capital ($720,000); Framework Ventures ($720,000); Circle Ventures ($720,000); Volt Capital ($720,000); Magma Partners ($720,000)"
vaas,Vaas,,,3700000.0,3,"Headline ($1,233,333); ABSeed Ventures ($1,233,333); Honey Island ($1,233,333)"
firewall,Firewall,,,3700000.0000000005,12,"Pranay Mohan ($308,333); Kain Warwick ($308,333); Hack VC ($308,333); North Island Ventures ($308,333); Nathan McCauley ($308,333)"
degaming,DeGaming,,,3720000.0,1,"XVC Tech ($3,720,000)"
finisterra-labs,Finisterra Labs,,,3750000.0,2,"Haun Ventures ($1,875,000); Lightshift Capital ($1,875,000)"
reflect-2,Reflect,,,3750000.0,5,"Solana Ventures ($750,000); Big Brain Holdings ($750,000); Colosseum ($750,000); a16z crypto CSX ($750,000); Equilibrium.co ($750,000)"
nectar-ai,Nectar AI,,,3900000.0,13,"Mechanism Capital ($300,000); DCF GOD ($300,000); Tekin Salimi ($300,000); Gabby Dizon ($300,000); George Lambeth ($300,000)"
fluid-protocol,Fluid Protocol,,,3900000.0,16,"Animoca Brands ($243,750); CMS Holdings ($243,750); RockTree Capital ($243,750); Infinity Ventures Crypto (IVC) ($243,750); Stake Capital ($243,750)"
magmadao,MagmaDAO,,,3900000.0,11,"Animoca Brands ($354,545); CMS Holdings ($354,545); RockTree Capital ($354,545); Infinity Ventures Crypto (IVC) ($354,545); Stake Capital ($354,545)"
neptune-protocol,Neptune Protocol,,,3899999.9999999977,22,"Animoca Brands ($177,273); CMS Holdings ($177,273); RockTree Capital ($177,273); Infinity Ventures Crypto (IVC) ($177,273); Stake Capital ($177,273)"
daisy-2,Daisy,,,3900000.0,3,"CMT Digital ($1,300,000); Volt Capital ($1,300,000); Escape Velocity ($1,300,000)"
din,DIN,,0.04835,4000000.0,4,"Moonbeam Network ($1,000,000); MaxxCapital ($1,000,000); Ankr ($1,000,000); Manta Network ($1,000,000)"
airstack,Airstack,,,4000000.0000000005,12,"SuperLayer ($333,333); Will Holt ($333,333); Kyber Network ($333,333); CSP DAO ($333,333); Red Beard Ventures ($333,333)"
zkme,zkMe,,,4000000.0,3,"Multicoin Capital ($1,333,333); OKX Ventures ($1,333,333); Robot Ventures ($1,333,333)"
due,Due,,,4000000.0,5,"Fabric Ventures ($800,000); Strobe (Prev. BlockTower Capital) ($800,000); Semantic Ventures ($800,000); Polymorphic Capital ($800,000); Speedinvest ($800,000)"
nirvana-labs,Nirvana Labs,,,10000000.0,8,"Castle Island Ventures ($1,866,667); Hash3 ($1,866,667); RW3 Ventures ($1,866,667); Jump Crypto ($1,200,000); Crucible Capital ($1,200,000)"
rho-labs,Rho Labs,,,4000000.0,4,"CoinFund ($1,000,000); Flow Traders ($1,000,000); Speedinvest ($1,000,000); Auros Global ($1,000,000)"
claim-2,Claim,,,4000000.0,5,"Sequoia Capital ($800,000); 6MV (6th Man Ventures) ($800,000); The Kraft Group ($800,000); Susa Ventures ($800,000); Reflexive Capital ($800,000)"
altitude-2,Altitude,,,4000000.0,7,"Marc Zeller ($571,429); New Form Capital ($571,429); OWL Ventures ($571,429); GSR Markets (GSR) ($571,429); UDHC ($571,429)"
ox-fun,OX.FUN ,,,4000000.0,4,"Foresight Ventures ($1,000,000); Emchain ($1,000,000); Genblock Capital ($1,000,000); Double Peak ($1,000,000)"
blockus,Blockus,,,4000000.0,5,"Altos Ventures ($800,000); Zhuoxun Yin ($800,000); Maple VC ($800,000); Bryan Pellegrino ($800,000); Michael Ma ($800,000)"
oneness,Oneness,,,4000000.0,1,"FineWill Capital ($4,000,000)"
arrow-markets,ARROW,,0.0024,4000000.0,3,"Framework Ventures ($1,333,333); Delphi Ventures ($1,333,333); Blizzard Fund (Avalanche Ecosystem) ($1,333,333)"
othentic,Othentic,,,4000000.0000000005,12,"Coinbase Ventures ($333,333); HashKey Capital ($333,333); Robot Ventures ($333,333); Collider Ventures ($333,333); Anthony Sassano ($333,333)"
lazybear,LazyBear,,,3999999.9999999995,6,"Gogeko Labs ($666,667); Shadow Labs ($666,667); Salad Labs ($666,667); Crypto Bullish ($666,667); IBIT ($666,667)"
