fund_slug,fund_name,project_slug,project_name,amount,stage,date,category,pre_valuation
seedify-fund,Seedify Fund,space-misfits,SMCW,2600000,Private Sale,2021-12-01T00:00:00Z,Play to Earn,26000000
aussie-capital,Aussie Capital,space-misfits,SMCW,2600000,Private Sale,2021-12-01T00:00:00Z,Play to Earn,26000000
enjinstarter,Enjinstarter,space-misfits,SMCW,2600000,Private Sale,2021-12-01T00:00:00Z,Play to Earn,26000000
reciprocal-ventures,Reciprocal Ventures,ironforge,,2600000,Pre-seed,2023-06-12T00:00:00Z,Blockchain Service,26000000
6th-man-ventures,6MV (6th Man Ventures),ironforge,,2600000,Pre-seed,2023-06-12T00:00:00Z,Blockchain Service,26000000
monoceros,Monoceros,ironforge,,2600000,Pre-seed,2023-06-12T00:00:00Z,Blockchain Service,26000000
alchemy,Alchemy,ironforge,,2600000,Pre-seed,2023-06-12T00:00:00Z,Blockchain Service,26000000
hash3,Hash3,ironforge,,2600000,Pre-seed,2023-06-12T00:00:00Z,Blockchain Service,26000000
portage-ventures,Portage Ventures,ironforge,,2600000,Pre-seed,2023-06-12T00:00:00Z,Blockchain Service,26000000
gumi-cryptos-capital,gumi Cryptos Capital,ironmill,,2600000,Pre-seed,2023-08-29T00:00:00Z,Blockchain Service,26000000
sevenx-ventures,SevenX Ventures,ironmill,,2600000,Pre-seed,2023-08-29T00:00:00Z,Blockchain Service,26000000
longhash-ventures,LongHash Ventures,ironmill,,2600000,Pre-seed,2023-08-29T00:00:00Z,Blockchain Service,26000000
kestrel-0x1,Kestrel 0x1,ironmill,,2600000,Pre-seed,2023-08-29T00:00:00Z,Blockchain Service,26000000
superscrypt,Superscrypt,ironmill,,2600000,Pre-seed,2023-08-29T00:00:00Z,Blockchain Service,26000000
blockchain-builders-fund,Blockchain Builders Fund,ironmill,,2600000,Pre-seed,2023-08-29T00:00:00Z,Blockchain Service,26000000
lemniscap,Lemniscap,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
starkware-industries,StarkWare Industries,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
sreeram-kannan,Sreeram Kannan,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
bankless,Bankless,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
paper-ventures,Paper Ventures,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
chainyoda-eth,chainyoda.eth,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
daniel-lubarov,Daniel Lubarov,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
01labs,01Labs,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
dcbuilder-eth,dcbuilder.eth,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
size-chad,Size Chad,aligned-layer,ALIGN,2600000,Seed Round,2024-04-14T00:00:00Z,Zero Knowledge,26000000
snz-holding,SNZ Holding,hemera,,2600000,Funding Round,2024-05-07T00:00:00Z,Infrastructure,26000000
chainlink,ChainLink,hemera,,2600000,Funding Round,2024-05-07T00:00:00Z,Infrastructure,26000000
nomad-capital,Nomad Capital,hemera,,2600000,Funding Round,2024-05-07T00:00:00Z,Infrastructure,26000000
lif,LIF,hemera,,2600000,Funding Round,2024-05-07T00:00:00Z,Infrastructure,26000000
harry-shum,Harry Shum,hemera,,2600000,Funding Round,2024-05-07T00:00:00Z,Infrastructure,26000000
fabric-ventures,Fabric Ventures,hyle,,2600000,Funding Round,2024-05-14T00:00:00Z,Blockchain,26000000
framework-ventures,Framework Ventures,hyle,,2600000,Funding Round,2024-05-14T00:00:00Z,Blockchain,26000000
cherry-ventures,Cherry Ventures,hyle,,2600000,Funding Round,2024-05-14T00:00:00Z,Blockchain,26000000
heartcore-capital,Heartcore Capital,hyle,,2600000,Funding Round,2024-05-14T00:00:00Z,Blockchain,26000000
dragonfly-capital,Dragonfly Capital,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
sam-kazemian,Sam Kazemian,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
richard-malone,Richard Malone,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
wagmi-ventures,WAGMI Ventures,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
flowdesk,Flowdesk,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
gd1-crypto,GD1 Crypto,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
paul-taylor,Paul Taylor,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
albert-chon,Albert Chon,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
charles-lu,Charles Lu,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
tpc,TPC,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
alex-esin,Alex Esin,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
aegis-ventures,Aegis Ventures,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
wonderstruck,Wonderstruck,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
matthew-paik,Matthew Paik,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
blockchain-founders-capital,Blockchain Founders Capital,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
sandra-leow,Sandra Leow,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
murat-akdeniz,Murat Akdeniz,level-2,,2600000,Strategic Round,2025-03-18T00:00:00Z,DeFi,26000000
nexus-mutual,Nexus Mutual,native,,2600000,Seed Round,2024-10-29T00:00:00Z,Insurance,26000000
depin-x,DePIN X,inferix-2,,2600000,Funding Round,2024-12-19T00:00:00Z,Infrastructure,26000000
borderless-capital,Borderless Capital,rovr,,2600000,Seed Round,2025-04-29T00:00:00Z,Infrastructure,26000000
geodnet,GEODNET,rovr,,2600000,Seed Round,2025-04-29T00:00:00Z,Infrastructure,26000000
neo-1,NEO,liquefy-ico,,2600000,Funding Round,2019-07-01T00:00:00Z,,26000000
east-chain-co,East Chain Co.,liquefy-ico,,2600000,Funding Round,2019-07-01T00:00:00Z,,26000000
ideanomics,Ideanomics,liquefy-ico,,2600000,Funding Round,2019-07-01T00:00:00Z,,26000000
soul-capital,Soul Capital,liquefy-ico,,2600000,Funding Round,2019-07-01T00:00:00Z,,26000000
kenetic-capital,Kenetic Capital,liquefy-ico,,2600000,Funding Round,2019-07-01T00:00:00Z,,26000000
moonwhale-ventures,Moonwhale Ventures,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
three-m-capital,Three M Capital,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
chronos-ventures,Chronos Ventures,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
blocksync-ventures,Blocksync Ventures,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
phoenix-crypto-vc,Phoenix Crypto VC,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
kyros-ventures,Kyros Ventures,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
x21-digital,x21 Digital,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
morningstar-ventures,Morningstar Ventures,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
psquare-capital,pSquare Capital,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
moonrock-capital,Moonrock Capital,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
propeller,Propeller,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
spykefast,SpykeFast,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
fairum-ventures,Fairum Ventures,uno-re,UNO,2652380,Seed/Private Round,2021-03-28T16:00:00Z,Ethereum Ecosystem,23078952.36
au21-capital,AU21 Capital,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
mh-ventures,MH Ventures,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
gem-capital,GEM Capital,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
bd-venture,BD Venture,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
x21-digital,x21 Digital,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
traveller-capital,Traveller Capital,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
vespertine-capital,Vespertine Capital,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
r-930-capital,R-930 Capital,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
seedthrift-ventures,SeedThrift Ventures,last-survivor,LSC,2655360,Private Round,2021-11-01T00:00:00Z,Gaming,14400000
placeholder,Placeholder,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
dialectic,Dialectic Capital,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
version-one-ventures,Version One Ventures,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
1confirmation,1confirmation,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
kenetic-capital,Kenetic Capital,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
1kx,1kx,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
blockchain-capital,Blockchain Capital,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
semantic-ventures,Semantic Ventures,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
delphi-digital-delphi-labs,Delphi Digital (Delphi Labs),nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
collider-ventures,Collider Ventures,nxm,NXM,2700000,Venture Round,2021-02-16T00:00:00Z,Insurance,27000000
jarvis-network,Jarvis Network,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
reda-berrehili,Reda Berrehili,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
cyril-paglino,Cyril Paglino,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
david-j-namdar,David J. Namdar,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
stani-kulechov,Stani Kulechov,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
coingecko,CoinGecko Ventures,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
julien-niset,Julien Niset,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
itamar-lesuisse,Itamar Lesuisse,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
arrington-xrp-arrington-capital,Arrington Capital,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
alameda-research,Alameda Research,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
arthur-cheong,Arthur Cheong,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
kazhiloti-zurab,Kazhiloti Zurab,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
lemniscap,Lemniscap,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
coinfund,CoinFund,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
blockchain-capital,Blockchain Capital,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
tokensuite,TokenSuite,paraswap,PSP,2700000,Seed,2020-09-01T00:00:00Z,DEX,27000000
cms-holdings-llc,CMS Holdings,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
three-arrows-capital,Three Arrows Capital,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
polychain-capital,Polychain Capital,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
electric-capital,Electric Capital,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
coinbase-ventures,Coinbase Ventures,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
dragonfly-capital,Dragonfly Capital,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
phil-daian,Phil Daian,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
calvin-liu,Calvin Liu,derivadao,DDX,2700000,Investment Round,2020-06-01T00:00:00Z,DeFi,17600000
genesis-block-gbv,GBV Capital,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
kain-warwick,Kain Warwick,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
token-bay-capital,Token Bay Capital,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
cmcc-global,CMCC Global,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
cogitent-ventures,Cogitent Ventures,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
rnr-capital,RNR Capital,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
phd-capital,PHD Capital,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
titan-capital,Titan Capital,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
penrose-ventures,Penrose Ventures,moongate,MGT,2700000,Seed Round,2024-04-02T00:00:00Z,RWA (Real World Assets),27000000
hustle-fund,Hustle Fund,ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
blockchainspace,BlockchainSpace,ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
ygg-southeast-asia,YGG Southeast Asia,ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
play-it-forward-dao,Play It Forward DAO,ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
global-blockchain-innovative-capital-gbic,Global Blockchain Innovative Capital (GBIC),ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
sequoia-capital-india,Peak XV Partners(ex-Sequoia India),ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
deus,Deus,ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
genesis-capital,Genesis Capital,ethlas,ELS,2700000,Seed Round,2022-02-22T00:00:00Z,Gaming,27000000
momentum-6-m6,Momentum 6,kylin-network,KYL,2700000,Private Round,2021-02-23T00:00:00Z,Oracle,30000000
master-ventures,MV Global,kylin-network,KYL,2700000,Private Round,2021-02-23T00:00:00Z,Oracle,30000000
x21-digital,x21 Digital,kylin-network,KYL,2700000,Private Round,2021-02-23T00:00:00Z,Oracle,30000000
digital-finance-group-dfg,Digital Finance Group (DFG),kylin-network,KYL,2700000,Private Round,2021-02-23T00:00:00Z,Oracle,30000000
psquare-capital,pSquare Capital,kylin-network,KYL,2700000,Private Round,2021-02-23T00:00:00Z,Oracle,30000000
ceras-ventures,Ceras Ventures,kylin-network,KYL,2700000,Private Round,2021-02-23T00:00:00Z,Oracle,30000000
longhash-ventures,LongHash Ventures,kylin-network,KYL,2700000,Private Round,2021-02-23T00:00:00Z,Oracle,30000000
three-arrows-capital,Three Arrows Capital,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
defi-capital,DeFi Capital,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
morningstar-ventures,Morningstar Ventures,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
ascensive-assets,Ascensive Assets,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
fmfw-io-previously-bitcoin-com,FMFW,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
kronos-research,Kronos Research,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
portico-ventures,Portico Ventures,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
cfund,cFund,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
david-post,David Post,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
skynet-trading,Skynet Trading,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
mgnr-io,mgnr.io,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
sln-capital,SLN Capital,ardana,DANA,2700000,Seed,2021-08-01T00:00:00Z,DeFi,30000000
dao-maker,DAO Maker,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
au21-capital,AU21 Capital,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
kyros-ventures,Kyros Ventures,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
genesis-block-gbv,GBV Capital,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
ld-capital,LD Capital,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
gate-io,Gate.io,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
basics-capital,Basics Capital,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
double-peak,Double Peak,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
dweb3-capital,DWeb3 Capital,bitlocus,BTL,2700000,Private Sale,2021-10-01T00:00:00Z,DeFi,9000000
blocore,Blocore,xverse,XVC,2700000,Strategic Round,2021-06-01T00:00:00Z,NFT,27000000
genesis-block-gbv,GBV Capital,xverse,XVC,2700000,Strategic Round,2021-06-01T00:00:00Z,NFT,27000000
momentum-6-m6,Momentum 6,xverse,XVC,2700000,Strategic Round,2021-06-01T00:00:00Z,NFT,27000000
cms-holdings-llc,CMS Holdings,xverse,XVC,2700000,Strategic Round,2021-06-01T00:00:00Z,NFT,27000000
animoca-brands,Animoca Brands,xverse,XVC,2700000,Strategic Round,2021-06-01T00:00:00Z,NFT,27000000
vestigium,Vestigium,xverse,XVC,2700000,Strategic Round,2021-06-01T00:00:00Z,NFT,27000000
mirana-ventures,Mirana Ventures,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
jsquare,Jsquare,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
gts-ventures,GTS Ventures,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
marsdao,MarsDAO,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
cronos-labs,Cronos Labs,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
digital-finance-group-dfg,Digital Finance Group (DFG),earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
ld-capital,LD Capital,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
shima-capital,Shima Capital,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
viabtc-capital,ViaBTC Capital,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
bixin-ventures,Bixin Ventures,earn-network-2,EARN,2700000,Seed Round,2023-06-21T00:00:00Z,DeFi,27000000
ripple,Ripple,immix,,2700000,Seed Round,2023-09-13T00:00:00Z,Blockchain Service,27000000
massmutual-ventures,MassMutual Ventures,immix,,2700000,Seed Round,2023-09-13T00:00:00Z,Blockchain Service,27000000
fisher8-capital,Fisher8 Capital,stix,,2700000,Funding Round,2023-10-25T00:00:00Z,Finance,27000000
xbto-humla-ventures,Humla Ventures,stix,,2700000,Funding Round,2023-10-25T00:00:00Z,Finance,27000000
psalion-vc,Psalion VC,stix,,2700000,Funding Round,2023-10-25T00:00:00Z,Finance,27000000
tlf-ventures,TLF Ventures,stix,,2700000,Funding Round,2023-10-25T00:00:00Z,Finance,27000000
0xkb,0xkb,stix,,2700000,Funding Round,2023-10-25T00:00:00Z,Finance,27000000
eterna-capital,Eterna Capital,stix,,2700000,Funding Round,2023-10-25T00:00:00Z,Finance,27000000
big-brain-holdings,Big Brain Holdings,stix,,2700000,Funding Round,2023-10-25T00:00:00Z,Finance,27000000
gfr-fund,GFR Fund,stan,,2700000,Funding Round,2024-01-23T00:00:00Z,Social,27000000
coindcx,CoinDCX,stan,,2700000,Funding Round,2024-01-23T00:00:00Z,Social,27000000
maelstrom,Maelstrom,stan,,2700000,Funding Round,2024-01-23T00:00:00Z,Social,27000000
coinswitch,CoinSwitch,stan,,2700000,Funding Round,2024-01-23T00:00:00Z,Social,27000000
aptos,Aptos,stan,,2700000,Funding Round,2024-01-23T00:00:00Z,Social,27000000
arrington-xrp-arrington-capital,Arrington Capital,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
cms-holdings-llc,CMS Holdings,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
hashed,Hashed,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
consensys,ConsenSys,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
mask-network,Mask Network,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
nomura,Nomura,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
flow-traders,Flow Traders,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
manifold-trading,Manifold Trading,bbox,,2700000,Pre-seed,2024-01-30T00:00:00Z,DeFi,27000000
delphi-digital-delphi-labs,Delphi Digital (Delphi Labs),citrea,,2700000,Seed Round,2024-02-21T00:00:00Z,Infrastructure,27000000
galaxy-digital,Galaxy,citrea,,2700000,Seed Round,2024-02-21T00:00:00Z,Infrastructure,27000000
anurag-arjun,Anurag Arjun,citrea,,2700000,Seed Round,2024-02-21T00:00:00Z,Infrastructure,27000000
eric-wall,Eric Wall,citrea,,2700000,Seed Round,2024-02-21T00:00:00Z,Infrastructure,27000000
bitscale-capital,BitScale Capital,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
caballeros-capital,Caballeros Capital,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
fenbushi-capital,Fenbushi Capital,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
robot-ventures,Robot Ventures,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
chorus-one,Chorus One,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
volt-capital,Volt Capital,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
luis-cuende,Luis Cuende,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
reverie,Reverie,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
monoceros,Monoceros,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
informal-systems,Informal Systems,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
galileo,Galileo,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
maghnus-mareneck,Maghnus Mareneck,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
xavier-meegan,Xavier Meegan,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
kam-benbrik,Kam Benbrik,range,,2700000,Seed Round,2024-03-13T00:00:00Z,Infrastructure,27000000
wintermute,Wintermute,raven-2,,2700000,Seed Round,2024-05-15T00:00:00Z,Finance,25000000
hack-vc,Hack VC,raven-2,,2700000,Seed Round,2024-05-15T00:00:00Z,Finance,25000000
qatar-development-bank,Qatar Development Bank,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
brand-capital,Brand Capital,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
wefoundercircle,WeFounderCircle,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
nx-capital,nX Capital,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
harsha-bhogle,Harsha Bhogle,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
hindustan-media-ventures,Hindustan Media Ventures,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
richard-rekhy,Richard Rekhy,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
parthasarathy,Parthasarathy,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
zee,ZEE,alt-drx,,2700000,pre-Series A,2025-05-06T00:00:00Z,Real Estate,27000000
mark-carnegie,Mark Carnegie,kea,,2700000,Seed Round,2023-01-01T00:00:00Z,Blockchain Service,27000000
coinbase-ventures,Coinbase Ventures,ledn,,2700000,Seed Round,2021-02-08T00:00:00Z,Finance,27000000
cmt-digital,CMT Digital,ledn,,2700000,Seed Round,2021-02-08T00:00:00Z,Finance,27000000
kingsway-capital,Kingsway Capital,ledn,,2700000,Seed Round,2021-02-08T00:00:00Z,Finance,27000000
white-star-capital,White Star Capital,ledn,,2700000,Seed Round,2021-02-08T00:00:00Z,Finance,27000000
global-founders-capital,Global Founders Capital,ledn,,2700000,Seed Round,2021-02-08T00:00:00Z,Finance,27000000
darrow-holdings,Darrow Holdings,ledn,,2700000,Seed Round,2021-02-08T00:00:00Z,Finance,27000000
iosg-ventures,IOSG Ventures,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
galaxy-interactive,Galaxy Interactive,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
longhash-ventures,LongHash Ventures,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
red-beard-ventures,Red Beard Ventures,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
alchemmy,Alchemmy,roll-ico,,2700000,Seed Round,2019-12-01T00:00:00Z,,27000000
