name,slug,category,market_cap,price,total_raised,rounds_count
,fija,DeFi,,,433000,2
,datawisp-ico,,,,435000,2
ARCX,arc-governance,DeFi,,,437500,4
DOV,dovu,,,,438000,2
BCUG,blockchain-cuties-universe-governance,Gaming,,,440000,1
MVRK,mavryk-network,DeFi,,,445000,3
XPRT,persistence,Derivatives,,,450000,4
SWASH,swash,DeFi,,,450000,5
ROOBEE,roobee,,,,450000,6
DIS,tosdis,Launchpad,,,450000,2
,twyne,Lending Platform,,,450000,1
MAV,maverick-protocol,DEX,,,460000,3
CRE,carry,Ethereum Ecosystem,,,470000,4
AVA,concierge-io,Travel,,,478000,3
LITH,lithium-finance,DeFi,,,480000,4
RIN,aldrin,Zendit IDO,,,480000,4
REM,remme,Protocol,,,480000,2
,fizen,Finance,,,480000,1
,reposwap,DeFi,,,490000,2
STF,structure-finance,,,,495000,2
OCTANE,octane-protocol-token,,,,495000,3
LSS,lossless,Ignition IDO,,,495050,2
XRA,xriba,Finance,,,495900,7
INJ,injective-protocol,Blockchain,,,500000,5
MANA,decentraland,Metaverse,,,500000,2
APEX,apex-token-2,Perpetual,,,500000,1
ILV,illuvium,Gaming,,,500000,5
NYM,nym,Privacy Coin,,,500000,8
DRV,derive,Perpetual,,,500000,5
SUPRA,supra,Blockchain,,,500000,8
TKO,tokocrypto,CEX,,,500000,2
TT,thunder-token,Blockchain,,,500000,5
ARIAIP,aria-3,RWA (Real World Assets),,,500000,3
PERP,perpetual-protocol,Perpetual,,,500000,3
CLY,colony,DeFi,,,500000,4
BCUT,bitscrunch,Artificial Intelligence (AI),,,500000,6
EQUAD,quadrant-protocol,Big Data,,,500000,4
SHFT,shyft-network-2,Protocol,,,500000,1
CQT,covalent,Artificial Intelligence (AI),,,500000,7
BIT,bitdealer,Launchpad,,,500000,1
CORL,coral-finance,DEX,,,500000,3
WIFI,wifi-map,DePIN,,,500000,2
GORA,goracle,Layer-2,,,500000,2
RSTK,restake-finance,DeFi,,,500000,2
NYAN,nyan-heroes,Gaming,,,500000,5
DOME,everdome,Metaverse,,,500000,2
MEDIA,media-network,Solana Ecosystem,,,500000,2
HGET,hedget,DeFi,,,500000,4
STRP,strips-finance,Derivatives,,,500000,4
PPAY,plasma-finance,DeFi,,,500000,3
REAL,realy-metaverse,Metaverse,,,500000,2
LND,lendingblock,,,,500000,3
COFI,cofix,DeFi,,,500000,1
FWT,freeway-token,Yield Farming,,,500000,3
SOTA,sota-finance,NFT,,,500000,4
PLUTO,plutopepe,Meme,,,500000,1
CENT,centaurify,Cryptocurrency,,,500000,1
QUIDD,quidd,NFT,,,500000,3
RUN,run,Solana Ecosystem,,,500000,3
PLN,pollen,DeFi,,,500000,6
PACT,impactmarket,Protocol,,,500000,3
IME,imperium-empires,Metaverse,,,500000,4
MELOS,melos-studio,Music,,,500000,2
ARSW,arthswap,DEX,,,500000,1
,portals,DeFi,,,500000,2
,print3r,DeFi,,,500000,1
,saturn,DeFi,,,500000,2
,open-foodie,NFT,,,500000,1
,four-pillars,Social,,,500000,1
ZONE,dzone-finance,DEX,,,500000,3
,kekkai,Blockchain Service,,,500000,2
,bitbrand,NFT,,,500000,1
,gpu-network,Infrastructure,,,500000,2
,satscreener,Blockchain Service,,,500000,1
,stakedgain,DeFi,,,500000,1
,pandiana,Meme,,,500000,1
,lukka,Blockchain Service,,,500000,4
,zar,Finance,,,500000,3
,alterya,Blockchain Service,,,500000,3
,combinder,Infrastructure,,,500000,1
,oro-ai,Blockchain Service,,,500000,2
,launcher-capital,AI Agents,,,500000,2
,kyd-labs,Blockchain Service,,,500000,2
,xo-market,DeFi,,,500000,1
,br1-game-ico,,,,500000,2
CNTR,centaur,Cosmos Ecosystem,,,500400,2
BFC,bifrost,DeFi,,,514585,3
CWAR,cryowar-token,Gaming,,,520000,2
GOGO,gogocoin,DeFi,,,523000,2
COOK,cook,BSCPad IDO,,,523700,2
LBP,launchblock,Gaming,,,525000,2
DPR,deeper-network,Polkadot Ecosystem,,,527172,5
IMM,immunify-life-ico,,,,536250,3
MSU,metasoccer,Gaming,,,540000,2
CLEAR,connext,DeFi,,,550000,5
MOBI,mobius,IOT,,,550000,7
PLY,aurigami,Lending Platform,,,550000,4
SAFLE,safle,Wallet,,,550000,3
BBS,bbs-network,NFT,,,550000,4
,synnax-technologies,Artificial Intelligence (AI),,,550000,2
VSYS,v-systems,Infrastructure,,,560000,1
SWINGBY,swingby,DeFi,,,560000,3
WNT,wicrypt,DePIN,,,560000,2
VIB,viberate,,,,560000,2
MASK,mask-network,Social,,,570000,11
BBT,bitbook-token,,,,572000,4
GET,get-token,Blockchain Service,,,581000,4
QI,benqi,Liquid Staking Protocols,,,583200,4
PNP,penpie,Yield Farming,,,586000,1
NEX,neon-exchange,Wallet,,,589000,2
IOTA,iota,IOT,,,590000,2
SAND,the-sandbox,NFT,,,600000,5
STRAX,stratis,Nodes,,,600000,1
CRT,carrot-2,DeFi,,,600000,1
RESOLV,resolv-labs,Stablecoin Issuer,,,600000,2
THE,thena,DEX,,,600000,1
DODO,dodo,DeFi,,,600000,3
SKEB,skeb,DAO Maker IDO,,,600000,4
SHRAP,shrapnel,Gaming,,,600000,5
FUSE,fuse-network-token,DeFi,,,600000,1
SQR,magic-square,Web 3.0,,,600000,4
YLD,yield-app,Finance,,,600000,2
GRAPE,grape-2,Application,,,600000,2
STARLY,starly,NFT,,,600000,5
IP3,cripco,DAO,,,600000,1
FT,fracton-protocol,,,,600000,1
PECL,pecland,Gaming,,,600000,1
,euclid-protocol,Infrastructure,,,600000,1
,sati,Blockchain Service,,,600000,1
,seso-global-ico,,,,600000,1
,the-grid,Blockchain Service,,,624000,1
SIGN,sign-2,Infrastructure,,,650000,4
CHEEL,cheelee,Media,,,650000,5
PUFFER,puffer-finance,Liquid Staking Protocols,,,650000,3
,magical-blocks,,,,650000,4
,multipool,DEX,,,650000,1
GOTEM,gotem,DeFi,,,650250,1
,transak,Blockchain Service,,,660000,3
AB,newton-project,Protocol,,,666800,6
MINIMA,minima,Blockchain,,,674100,5
AR,arweave,Storage,,,675000,5
REGEN,regen,Cosmos Ecosystem,,,688257,6
OVL,overlay-protocol,Perpetual,,,690000,2
CHEQ,cheqd-network,Infrastructure,,,700000,2
TICO,tico,Gaming,,,700000,5
FWB,friends-with-benefits-pro,,,,700000,4
UNN,union-protocol-governance-token,DeFi,,,700000,3
TRAXX,traxx,NFT,,,700000,3
TOON,pontoon,DeFi,,,700000,4
,w-chain,Blockchain,,,700000,1
,kuvi-ai,DeFi,,,700000,1
EDV,edverse-ico,,,,700000,1
1CAT,bitcoin-cats,Gaming,,,704000,1
,torram,Infrastructure,,,710000,1
TRIBL,tribal-credit,DeFi,,,725000,13
,hyperbolic,Blockchain Service,,,725000,3
,unstoppable-domains-ico,,,,730000,3
,yiedl,DeFi,,,735000,1
MBX,mobiecoin,Cryptocurrency,,,749000,3
BORG,swissborg,Finance,,,750000,5
AWE,awe-network,AI Agents,,,750000,1
NU,nucypher,Protocol,,,750000,3
FHE,mind-network,Blockchain Service,,,750000,3
THOR,thorswap,DEX,,,750000,3
SOVRN,breederdao,Gaming,,,750000,3
KILO,kiloex,DEX,,,750000,1
PRAI,privasea,Artificial Intelligence (AI),,,750000,3
MCRT,magiccraft,Gaming,,,750000,4
PAYS,paystream,DeFi,,,750000,1
MUSE,muse-2,NFT,,,750000,1
XRUNE,thorstarter,Launchpad,,,750000,3
NITRO,nitro-league,Gaming,,,750000,3
PAD,nearpad,Ethereum Ecosystem,,,750000,2
$SWING,swing-finance,DeFi,,,750000,3
BRD,bread,Binance Launchpad,,,750000,6
KRYPTO,kryptobellion,BSCPad IDO,,,750000,2
MELD,meld,DeFi,,,750000,3
UM,unclemine,DeFi,,,750000,2
KRS,kingdom-raids,PancakeSwap IDO,,,750000,4
,pakt,Social,,,750000,1
,litheum,Blockchain,,,750000,1
,strive,Finance,,,750000,1
,wildcat-labs,DeFi,,,750000,2
,3f-labs,DeFi,,,750000,1
POKT,pocket-network,DePIN,,,754000,4
INX,inmax,,,,759000,3
SABLE,sable,,,,780000,1
SYS,syscoin,Blockchain,,,782205,1
ARTY,artyfact,Gaming,,,784000,1
FOX,shapeshift-fox-token,DeFi,,,798000,3
JST,just,DeFi,,,799920,2
AKT,akash-network,Infrastructure,,,800000,2
EUL,euler,Lending Platform,,,800000,3
SYND,syndicate-3,Infrastructure,,,800000,3
TRIAS,trias-token,Kucoin Launchpad,,,800000,3
WEAR,metawear,Metaverse,,,800000,3
YDR,ydragon,DeFi,,,800000,3
APRT,apricot,Lending Platform,,,800000,3
,xprotocol,Gaming,,,800000,1
,tidus,Wallet,,,800000,1
,n3mus,Gaming,,,800000,1
,globacap,Finance,,,800000,2
,ego-2,Memepad,,,800000,1
,interzoon,Blockchain Service,,,800000,1
HRTS,yellowheart-ico,,,,800000,2
QI,qilin-ico,,,,800000,1
IOR,irocket-ico,,,,800000,3
TAP,tapiocadao,DAO,,,811050,2
,coala-pay,Blockchain Service,,,815000,2
B2M,bit2me,DeFi,,,830000,3
CFX,conflux-token,Blockchain,,,840000,6
AGS,collector-coin,,,,840000,3
TENET,tenet-2,DeFi,,,840000,2
UNQ,unique-network,Polkadot Ecosystem,,,841500,6
LPT,livepeer,Infrastructure,,,850000,5
PROM,prometeus,Gaming,,,850000,2
INFRA,bware,Infrastructure,,,854000,2
REV,revain,,,,854000,2
YLDY,yieldly,Algorand Ecosystem,,,855000,2
AXS,axie-infinity,Gaming,,,864000,6
GBX,globitex,,,,866261,2
SQUAD,superpower-squad-2,Gaming,,,875000,2
ELPH,elph-ico,,,,875000,1
FLAI,flare-ai,Artificial Intelligence (AI),,,880000,3
WISTA,wistaverse,Metaverse,,,882000,1
NFTFI,nftfi,NFT,,,890000,3
,vortex-2,Blockchain Service,,,892000,1
GMAT,gowithmi,Infrastructure,,,894000,5
GMX,gmx,Perpetual,,,900000,2
BIO,bio-protocol,DeSci,,,900000,6
CSPR,casper-network,Blockchain,,,900000,8
WRX,wazirx,CEX,,,900000,2
TRUST,intuition,Blockchain Service,,,900000,3
DOLO,dolomite,DeFi,,,900000,2
D,mines-of-dalarnia,Gaming,,,900000,2
GALAXIS,galaxis,Arbitrum Ecosystem,,,900000,4
FOR,force-protocol,Lending Platform,,,900000,4
WZRD,wizardia,Gaming,,,900000,3
BLADE,bladedao,zkSync Ecosystem,,,900000,1
,chain-debrief,Social,,,900000,1
,pathpulse-ai,Blockchain Service,,,900000,1
KARATE,karate-combat,Gaming,,,931822,3
,onocoy,Infrastructure,,,940000,1
,monad-pad,DeFi,,,945000,1
ADB,adbank,,,,960000,3
,coincover-ico,,,,960000,3
ZKFG,zklsol,Liquid Staking Tokens (LSTs),,,970000,1
EQTY,lto-network,BNB Chain Ecosystem,,,980347,3
ANKR,ankr,DePIN,,,990000,4
DREP,drep-new,Protocol,,,997150,5
ZEC,zcash,Privacy Coin,,,1000000,2
WBT,whitebit-token,CEX,,,1000000,2
THETA,theta-token,Blockchain,,,1000000,4
MAP,marcopolo,Polkadot Ecosystem,,,1000000,1
BARD,lombard,DeFi,,,1000000,3
ELF,aelf,Infrastructure,,,1000000,3
KGEN,kgen,Gaming,,,1000000,5
STO,stakestone,Liquid Staking Protocols,,,1000000,3
SANTOS,santos-fc-fan-token,PancakeSwap IDO,,,1000000,1
CETUS,cetus-protocol,DEX,,,1000000,1
SOLV,solv-protocol,DeFi,,,1000000,5
GFI,goldfinch,Lending Platform,,,1000000,3
DUSK,dusk-network,Privacy Coin,,,1000000,3
CUDOS,cudos,Blockchain,,,1000000,3
ETHIX,ethichub,xDAI Ecosystem,,,1000000,1
ATA,automata,Blockchain Service,,,1000000,2
VIC,tomochain,Blockchain,,,1000000,3
TLOS,telos,Zero Knowledge,,,1000000,2
HOPR,hopr,Privacy Coin,,,1000000,4
MGP,magpie,BNB Chain Ecosystem,,,1000000,2
ALMANAK,almanak,DeFi,,,1000000,3
KYVE,kyve,Infrastructure,,,1000000,3
OBOL,obol-labs,DeFi,,,1000000,4
KIMA,kima,DeFi,,,1000000,2
SKATE,range-protocol,DeFi,,,1000000,2
KNIGHT,citadao,DAO,,,1000000,1
SALT,salt,,,,1000000,2
BOND,barnbridge,DeFi,,,1000000,1
POOL,pooltogether,DeFi,,,1000000,2
IVPAY,ivendpay,BNB Chain Ecosystem,,,1000000,3
ANALOS,analos,Meme,,,1000000,1
HOP,hop-protocol,Bridge Token,,,1000000,1
HORD,hord,DeFi,,,1000000,2
OLT,one-ledger,Protocol,,,1000000,4
,ooga-booga,DeFi,,,1000000,2
DFIAT,defiato,DeFi,,,1000000,3
HVLO,hivello,DePIN,,,1000000,2
ARKEN,arken-finance,DeFi,,,1000000,2
NUX,peanut,Gate.io Launchpad,,,1000000,3
GODL,roolz,Gaming,,,1000000,1
COBE,castle-of-blackwater,Gaming,,,1000000,1
JUICE,juice-finance,Lending Platform,,,1000000,1
TX20,trex20,Gaming,,,1000000,1
BONSAI,bonsai-token,Meme,,,1000000,1
SMTY,smoothy,DeFi,,,1000000,2
STAGE,stage,Social,,,1000000,3
BNS,bns-token,Kucoin Launchpad,,,1000000,2
DBY,metaderby,Avalanche Ecosystem,,,1000000,2
SPOT,spot,,,,1000000,1
EZSWAP,ezswap,DeFi,,,1000000,1
SLC,silencio,Blockchain Service,,,1000000,3
US,talus-network,Blockchain Service,,,1000000,3
FTON,fanton,NFT,,,1000000,1
VTN,vottun-token,Web 3.0,,,1000000,2
$BILLY,billy-bets-by-virtuals-2,AI Agents,,,1000000,1
CAPP,cappasity,VR,,,1000000,4
INSUR,insurace,DeFi,,,1000000,3
PRV,privacyswap,,,,1000000,1
RELI,relite-finance,Ignition IDO,,,1000000,2
TREEB,treeb,,,,1000000,2
TUT,tutellus,Education,,,1000000,2
PTU,pintu-token,Cryptocurrency,,,1000000,4
FBX,forthbox,Gaming,,,1000000,2
DELFI,deltafi,DEX,,,1000000,1
INDI,indigg,Gaming,,,1000000,3
CNC,conic,DeFi,,,1000000,1
,royale-chess,Gaming,,,1000000,1
,tabi,Modular Blockchain,,,1000000,3
,boomland,Gaming,,,1000000,1
,supersight,Blockchain Service,,,1000000,1
,midao,Social,,,1000000,1
,ordinalsbot,Blockchain Service,,,1000000,2
,molecule-2,Healthcare,,,1000000,1
,powerpod,Energy,,,1000000,1
XTTA,trendx,Blockchain Service,,,1000000,3
,wield,Infrastructure,,,1000000,1
,yet-another-company,Blockchain Service,,,1000000,1
PAC,pac-finance,DeFi,,,1000000,1
,seismic-finance,DeFi,,,1000000,1
ALIGN,aligned-layer,Zero Knowledge,,,1000000,3
,circle-of-games,Gaming,,,1000000,1
,popset,Social,,,1000000,1
PHONE,metaphone,Blockchain Service,,,1000000,1
,electron-2,Infrastructure,,,1000000,1
,nexis,Blockchain,,,1000000,1
,nexus-network,DeFi,,,1000000,1
,shaga,Gaming,,,1000000,2
,agent-exchange,DeFi,,,1000000,1
,televerse,Gaming,,,1000000,1
,skyfire,Infrastructure,,,1000000,2
ARX,arcium,,,,1000000,3
,skyx,Blockchain,,,1000000,1
,margarita-finance,DeFi,,,1000000,1
,runesoul,Gaming,,,1000000,2
LSP,lsp-finance,DeFi,,,1000000,1
,mandala-chain,Blockchain,,,1000000,1
,sonex,DEX,,,1000000,1
,endless,Infrastructure,,,1000000,1
,lantern-finance,Finance,,,1000000,1
BAI,b-ai-fund,,,,1000000,1
,bloctopus,Infrastructure,,,1000000,1
,byzanlink,RWA (Real World Assets),,,1000000,1
,okafund,Finance,,,1000000,1
,vanish,DeFi,,,1000000,1
,browser-cash,DePIN,,,1000000,1
,drake,DEX,,,1000000,1
,haiku,DEX,,,1000000,1
,goblin-finance,Infrastructure,,,1000000,1
,messari-ico,Elrond Ecosystem,,,1000000,3
,teller-finance-ico,,,,1000000,2
SIG,sigmadex-ico,,,,1000000,3
,figment-ico,Liquid Staking Protocols,,,1000000,5
,voyage-finance-ico,,,,1000000,1
,increment-finance-ico,,,,1000000,1
,defi-safety-ico,,,,1000000,1
ALCH,alchemon-ico,,,,1000000,1
,dexguru-ico,,,,1000000,2
,webacy-ico,,,,1000000,2
DOJ,dojima-network-ico,,,,1000000,1
PLU,pluton,,,,1005561,2
EM,eminer,OKX Launchpad,,,1008000,2
ZKP,panther,Protocol,,,1011381,7
DVT,parastate,Multi-Chain Platform,,,1032000,6
LIEN,lien,DeFi,,,1040000,1
DHT,dhedge-dao,DEX,,,1040500,4
PTP,platypus-finance,AMM,,,1050000,2
SNY,synthetify-token,Solana Ecosystem,,,1050000,1
DPX,dopex,Protocol,,,1050000,1
,frex,Blockchain Service,,,1050000,1
RDO,rodeo,Yield Farming,,,1061115,1
WIT,witnet,Oracle,,,1070000,3
PROPS,props,Polygon Ecosystem,,,1070000,4
KAI,kardiachain,Blockchain,,,1080000,2
REEF,reef-finance,DeFi,,,1088777,4
QTLX,quantlytica,DeFi,,,1090000,1
MANTA,manta-network,Blockchain,,,1100000,4
,grix,DEX,,,1100000,1
TADA,ta-da,Social,,,1100000,3
LOST,lost-world,NFT,,,1100000,2
AI,gensyn,Blockchain Service,,,1100000,3
,singularity-2,DeFi,,,1100000,2
,hackquest,Social,,,1100000,2
,rug-ai,Artificial Intelligence (AI),,,1100000,1
,bring-2,Social,,,1100000,1
,filament,DEX,,,1100000,1
,openpad,Blockchain Service,,,1100000,2
,offline-protocol,Social,,,1100000,1
,inflow,Blockchain Service,,,1100000,1
,aureo-2,Finance,,,1100000,1
,nad-fun,Memepad,,,1100000,1
,polynomial-protocol-ico,DeFi,,,1100000,1
,flexidao-ico,,,,1100000,2
PPO,prepo-ico,,,,1100000,2
AST,airswap,DeFi,,,1120000,4
,fraktion,Blockchain Service,,,1140000,1
,tibles-ico,,,,1140000,2
BEAM,beam-3,Privacy Coin,,,1150000,3
,ligero,Infrastructure,,,1150000,2
,colossus-digital,Finance,,,1150000,1
,swivel-finance-ico,,,,1150000,2
RENDER,render-token,Artificial Intelligence (AI),,,1160000,3
,mcq-markets,Finance,,,1160000,1
HEART,humans-ai,NFT,,,1170000,2
APY,apy-finance,DeFi,,,1170000,2
RWAINC,rwa-inc,Blockchain Service,,,1180000,1
SLIME,snail-trail,Play to Earn,,,1188000,2
MBL,moviebloc,Media,,,1199700,2
PRO,propy,RWA (Real World Assets),,,1200000,2
ACS,access-protocol,,,,1200000,1
BKN,brickken,Blockchain Service,,,1200000,3
AZEN,azen,Blockchain Service,,,1200000,1
GEL,gelato,Blockchain Service,,,1200000,5
XDEFI,xdefi,Wallet,,,1200000,4
XWG,x-world-games,NFT,,,1200000,1
PSY,psyoptions,DeFi,,,1200000,3
DEFAI,defi-agents-ai,DeFAI,,,1200000,1
VIDY,vidy,Media,,,1200000,2
ALY,ally,Gate.io Launchpad,,,1200000,2
IDLE,idle,DeFi,,,1200000,2
BANK,float-protocol,,,,1200000,1
SI,siren,DeFi,,,1200000,2
GCR,global-coin-research,DAO,,,1200000,1
SIENNA,sienna,DeFi,,,1200000,2
DEG,degis,Avalanche Ecosystem,,,1200000,3
OLAND,oceanland,Play to Earn,,,1200000,1
WMX,wombex,PancakeSwap IDO,,,1200000,2
,spinamp,Music,,,1200000,1
NSN,nansen,Blockchain Service,,,1200000,3
,anytype,Blockchain Service,,,1200000,2
,cygnetise,Blockchain Service,,,1200000,2
,ryder,Wallet,,,1200000,2
,nirvana-labs,Infrastructure,,,1200000,3
HKLS,hackless,Blockchain Service,,,1200000,1
,nodekit,Blockchain,,,1200000,1
,rocket3,DeFi,,,1200000,1
,bmaker,DeFi,,,1200000,1
,metropolis,Social,,,1200000,1
,ivx,DeFi,,,1200000,1
,qiro-finance,DeFi,,,1200000,1
,liquorice,DeFi,,,1200000,1
,universal-health-token,Healthcare,,,1200000,1
,amplify-world,Music,,,1200000,1
,novastro-chain,Layer-2,,,1200000,1
,cryptio,Blockchain Service,,,1200000,3
,canopy,Yield Aggregator,,,1200000,1
,blockspaces,Blockchain Service,,,1200000,3
,solo-2,Layer-2,,,1200000,1
,epoch-protocol,Infrastructure,,,1200000,1
,meta-one-ico,,,,1200000,3
,shil-me-ico,,,,1200000,1
,bits-crypto-ico,,,,1200000,1
DSLA,stacktical,Elrond Ecosystem,,,1232486,1
AUDIO,audius,NFT,,,1250000,4
C98,coin98,Wallet,,,1250000,4
PARTI,particle-network,Modular Blockchain,,,1250000,4
WCT,walletconnect,Wallet,,,1250000,6
BETA,beta-finance,Lending Platform,,,1250000,4
PEAR,pear-garden,DEX,,,1250000,2
LIQ,liquidium,Lending Platform,,,1250000,2
ALPACA,alpaca-finance-coin,DeFi,,,1250000,1
ADAO,adadao,DeFi,,,1250000,2
DGD,digixdao,,,,1250000,2
FLEX,flex-coin,CEX,,,1250000,2
 ,parsec,Big Data,,,1250000,2
,rootdata,Big Data,,,1250000,1
,ducat,DeFi,,,1250000,2
,vooi,DEX,,,1250000,1
,g8keep,Blockchain Service,,,1250000,1
,catalysis,Infrastructure,,,1250000,1
,superchain-ico,,,,1250000,2
,recoveris,Blockchain Service,,,1260000,1
LVVA,levva-protocol-token,Artificial Intelligence (AI),,,1270700,7
NUM,numbers-protocol,Media,,,1275000,2
,libraro,Social,,,1280000,2
NOTE,notional-finance,DeFi,,,1300000,2
SUNDAE,sundaeswap,DEX,,,1300000,1
ONYX,kamigotchi,Gaming,,,1300000,1
JAR,jarvis,,,,1300000,2
,nori,Social,,,1300000,4
,bitflow,DeFi,,,1300000,1
,honeypot-finance,DeFi,,,1300000,1
,bitstamp,CEX,,,1300000,4
,golfn,Gaming,,,1300000,1
,tmrw,Infrastructure,,,1300000,1
,bulbaswap,DEX,,,1300000,1
,whetstone,DeFi,,,1300000,1
,supergaming,Gaming,,,1300000,3
,zcloak-ico,,,,1300000,2
,truelayer-ico,,,,1300000,7
,ready-player-me-ico,,,,1300000,3
FLUID,fluidity-ico,,,,1300000,1
,intros-ico,,,,1300000,1
,dressx-ico,,,,1300000,3
,zerodao-ico,,,,1300000,1
,parfin-ico,Layer-2,,,1300000,3
FET,artificial-superintelligence-alliance,Infrastructure,,,1301508,7
YGG,yield-guild-games,Gaming,,,1325000,7
,horizon-finance,Yield Aggregator,,,1335000,1
,vaultz-capital,Finance,,,1340000,2
ASTRO,astroport-fi,AMM,,,1344000,1
MORPHO,morpho,Lending Platform,,,1350000,3
BORNE,spellborne,Gaming,,,1350000,1
TRN,t3rn,Infrastructure,,,1350000,2
GGT,g4al-ico,,,,1360000,1
,thirdverse-ico,,,,1360000,4
LITKEY,lit-protocol,Infrastructure,,,1370000,3
SYRUP,syrup,Lending Platform,,,1400000,3
GLMR,moonbeam,Blockchain,,,1400000,3
F,synfutures,Perpetual,,,1400000,3
ACA,acala,DeFi,,,1400000,3
FUEL,fuel,Layer-2,,,1400000,5
KAR,karura,Kusama Ecosystem,,,1400000,3
MPL,maple,Lending Platform,,,1400000,3
MOO,moola-market,Lending Platform,,,1400000,1
CAL,fitburn,Sport,,,1400000,3
,interface,Social,,,1400000,1
,goldlink,DeFi,,,1400000,1
rysk,rysk-finance,DeFi,,,1400000,1
GLS,glacier-network,Artificial Intelligence (AI),,,1400000,4
,hinkal-protocol,DeFi,,,1400000,2
,fair-math,Blockchain Service,,,1400000,1
ARROW,arrow-markets,DeFi,,,1400000,2
GASP,gasp-2,DeFi,,,1400000,3
,earthfast,Blockchain Service,,,1400000,1
,opacity-network,Zero Knowledge,,,1400000,2
,wyden,Finance,,,1400000,5
,cauldron-ico,,,,1400000,2
,vrrb-ico,,,,1400000,2
,goldsky-ico,,,,1400000,2
,gataca,Blockchain Service,,,1410000,1
,lyzi,Wallet,,,1420000,1
,superform,DeFi,,,1420000,3
ROOK,rook,DeFi,,,1440000,1
BANANA,banana-gun,Trading Bot,,,1443000,1
,anomaly,Gaming,,,1450000,1
,coinflow-ico,,,,1450000,3
LIT,litentry,Web 3.0,,,1460002,2
CO,corite,Music,,,1470000,3
XYO,xyo-network,Protocol,,,1480000,3
TIA,celestia,Modular Blockchain,,,1500000,3
META,meta-2-2,Solana Ecosystem,,,1500000,4
RON,ronin,Blockchain,,,1500000,3
ESPORTS,yooldo,Gaming,,,1500000,1
GEOD,geodnet,Polygon Ecosystem,,,1500000,4
CORN,corn-2,Layer-2,,,1500000,3
ABT,arcblock,Protocol,,,1500000,2
ARPA,arpa-chain,Layer-2,,,1500000,5
USUAL,usual,Stablecoin Issuer,,,1500000,3
DF,dforce-token,DeFi,,,1500000,1
UTK,xmoney,Wallet,,,1500000,4
GIZA,giza,Blockchain Service,,,1500000,3
CHESS,tranchess,Liquid Staking Protocols,,,1500000,1
ALOT,dexalot,DEX,,,1500000,2
CHAIN,chain-games,Gaming,,,1500000,1
PRE,presearch,Blockchain Service,,,1500000,5
SUZ,suzaku-token,Infrastructure,,,1500000,1
SUPR,superseed,Layer-2,,,1500000,2
AGENT,agentlayer,Blockchain Service,,,1500000,1
ITHEUM,itheum,Web 3.0,,,1500000,3
NODL,nodle-network,Nodes,,,1500000,4
ORION,orion-money,Lending Platform,,,1500000,3
,ringfence,Blockchain Service,,,1500000,1
MPH,morpher,,,,1500000,2
CRT,cantina-royale,Gaming,,,1500000,2
4EVER,4everland,Artificial Intelligence (AI),,,1500000,2
O4DX,orangedx,DeFi,,,1500000,1
BANCA,banca,Finance,,,1500000,2
KGC,krypton-token,Gate.io Launchpad,,,1500000,2
DUO,duo,AscendEX Launchpad,,,1500000,2
CNTM,connectome,DeFi,,,1500000,2
A5T,alpha5,,,,1500000,1
PERC,perion,Gaming,,,1500000,3
SIMP,socol,Social,,,1500000,3
MEGA,megaton-finance,DEX,,,1500000,1
tableland,tableland,Blockchain Service,,,1500000,2
ProteccLabs,protecc-labs,,,,1500000,1
,open-trade,DeFi,,,1500000,4
ZKL,zklaunch,DAO,,,1500000,1
,boxed,NFT,,,1500000,1
,dew-drops,NFT,,,1500000,1
,anichess,Gaming,,,1500000,2
,eyeball-games,Gaming,,,1500000,1
,side-rotocol,Infrastructure,,,1500000,3
,d8x,DeFi,,,1500000,1
,squads,Blockchain Service,,,1500000,4
,fileverse,Blockchain Service,,,1500000,1
,tally,Governance,,,1500000,3
,takadao,Insurance,,,1500000,2
K,kinto,Blockchain,,,1500000,3
COM,brc20-com,Bitcoin Ecosystem,,,1500000,1
,umoja-labs,,,,1500000,3
BTF,bitfinity-network,Blockchain,,,1500000,3
,fetcch,Blockchain Service,,,1500000,1
SYNO,synonym-finance,DeFi,,,1500000,1
RNBW,rainbow-2,Blockchain Service,,,1500000,2
,drosera,Blockchain Service,,,1500000,2
,playmakers,Gaming,,,1500000,1
,hedgehog-protocol,DeFi,,,1500000,1
,crypto-rogue-games,Gaming,,,1500000,1
,earlyfans,Social,,,1500000,1
,neutronpay,Finance,,,1500000,2
,stream-finance,DeFi,,,1500000,1
,resonance-security,Blockchain Service,,,1500000,1
BACGAMES,bac-games,Gaming,,,1500000,1
,questflow,Blockchain Service,,,1500000,2
,lync,Infrastructure,,,1500000,1
,goldilocks,Blockchain Service,,,1500000,1
,origami-finance,DeFi,,,1500000,1
,verofax,Blockchain Service,,,1500000,2
,zecrey-labs,Blockchain,,,1500000,3
,sorted,Wallet,,,1500000,1
,botanika,Blockchain Service,,,1500000,1
,variational,Perpetual,,,1500000,2
,rekt-brands,Social,,,1500000,1
,shipfinex,DeFi,,,1500000,1
,scrypted,Infrastructure,,,1500000,1
,valhalla-2,DEX,,,1500000,1
,textile-2,Blockchain Service,,,1500000,1
,uswap,DEX,,,1500000,1
,torch-finance,DEX,,,1500000,1
,harmonix,Yield Aggregator,,,1500000,1
,w3i,Finance,,,1500000,1
,oro-2,DeFi,,,1500000,1
,stablecorp,Finance,,,1500000,3
,allscale,Finance,,,1500000,2
,gyld-finance,Finance,,,1500000,1
