project_name,project_slug,fund_name,amount_usd,stage,date,category,market_cap,project_roi
REN,republic-protocol,Polychain Capital,4825000,Public Sale,1517583660000,DeFi,6600000.0,1.37
Maker,maker,Polychain Capital,12000000,Seed Round 1,1512086400000,DeFi,,
Orchid Protocol,orchid-protocol,Polychain Capital,4700000,Seed Round,1508976000000,xDAI Ecosystem,16320000.0,0.40
Raiden Network Token,raiden-network,Polychain Capital,33400000,Public Sale,1508349600000,Infrastructure,,
0x Protocol,0x,Polychain Capital,24000000,Initial Coin Offering,1502485200000,DEX,118180000.0,1.26
Tezos,tezos,Polychain Capital,10000000,Early backers,1485907200000,Blockchain,519179999.99999994,51.92
Etherealize,etherealize,Electric Capital,40000000,Funding Round,1756857600000,Social,,
Hyperbeat,hyperbeat,Electric Capital,5200000,Seed Round,1755216000000,DeFi,,
Mill City Ventures III,mill-city-ventures-iii,Electric Capital,450000000,Post-IPO,1753920000000,Finance,,
ETHZilla,ethzilla-2,Electric Capital,425000000,PIPE,1753747200000,Finance,,
Kuru,kuru,Electric Capital,11600000,Series A,1751846400000,DeFi,,
SharpLink,sharplink,Electric Capital,425000000,Post-IPO,1748822400000,Sport,,
Unto,unto,Electric Capital,14400000,Funding Round,1745884800000,Blockchain,,
Walrus,walrus-protocol,Electric Capital,140000000,Private Token Sale,1742428800000,Storage,236910000.0,0.85
Hibachi,hibachi,Electric Capital,5000000,Seed Round,1742342400000,DeFi,,
Axelar,axelar,Electric Capital,30000000,OTC,1741651200000,Infrastructure,135000000.0,2.26
Bitwise,bitwise,Electric Capital,70000000,Funding Round,1740441600000,Finance,,
InfiniFi,infinifi,Electric Capital,3000000,Pre-seed,1739232000000,DeFi,,
INFINIT,infinit-2,Electric Capital,6000000,Funding Round,1726099200000,DeFi,19260000.0,3.21
Term Finance,term-finance,Electric Capital,5500000,Strategic Round,1720483200000,Lending Platform,,
Wasabi,wasabi,Electric Capital,3000000,Seed Round,1718582400000,DeFi,,
Nuffle Labs,nuffle-labs,Electric Capital,13000000,Funding Round,1718236800000,Infrastructure,,
Layer3,layer3,Electric Capital,15000000,Series A,1718150400000,Social,12460000.0,0.71
Ava Protocol,ava-protocol,Electric Capital,10000000,Seed Plus Round,1718064000000,Infrastructure,,
Squads,squads,Electric Capital,10000000,Series A,1717977600000,Blockchain Service,,
Zeta Markets,zeta-markets,Electric Capital,5000000,Strategic Round,1715644800000,DeFi,15070000.0,3.01
Re,re,Electric Capital,7000000,Funding Round,1715644800000,Insurance,,
Kiosk,kiosk,Electric Capital,10000000,Funding Round,1714608000000,Social,,
Puffer,puffer-finance,Electric Capital,18000000,Series A Round,1713225600000,Liquid Staking Protocols,23690000.0,0.65
Monad,monad,Electric Capital,225000000,Funding Round,1712620800000,Blockchain,281490000.0,0.60
Cove Finance,cove-finance,Electric Capital,3000000,Pre-seed,1712620800000,Yield Aggregator,,
Phoenix,phoenix-2,Electric Capital,20000000,Series A,1712188800000,DEX,,
INIT Capital,init-capital,Electric Capital,3000000,Seed Round,1708473600000,DeFi,,
Fordefi,fordefi-ico,Electric Capital,10000000,Funding Round,1707782400000,Wallet,,
Clusters,clusters,Electric Capital,9000000,Seed Round,1706745600000,Blockchain Service,,
Abstract,abstract,Electric Capital,,Funding Round,1703030400000,Layer-2,,
Frame,frame,Electric Capital,,Funding Round,1702944000000,Blockchain,,
Shadow,shadow,Electric Capital,9000000,Seed Round,1701734400000,Blockchain Service,,
Kresko,kresko-ico,Electric Capital,1800000,Strategic Round,1699315200000,,,
Llama,llama,Electric Capital,6000000,Seed Round,1699228800000,Blockchain Service,,
Membrane Labs,membrane-labs,Electric Capital,20000000,Series A,1696982400000,Blockchain Service,,
Anoma,anoma,Electric Capital,25000000,Funding Round,1685491200000,Infrastructure,46400000.0,0.91
Hourglass,hourglass-2,Electric Capital,4200000,Seed Round,1684108800000,DeFi,,
Yoz,yoz-ico,Electric Capital,3500000,Seed Round,1680307200000,Web 3.0,,
EigenCloud (prev. EigenLayer),eigenlayer,Electric Capital,50000000,Series A Round,1675209600000,Liquid Staking Protocols,220850000.0,1.30
Immunefi,immunefi,Electric Capital,24000000,Series A Round,1663804800000,Blockchain Service,,
Integral1,integral-2,Electric Capital,8500000,Funding Round,1663632000000,Blockchain Service,,
Hashflow,hashflow,Electric Capital,25000000,Series A,1656633600000,DEX,21200000.0,0.27
SWEAT,sweat-economy,Electric Capital,10000000,Private Round,1656633600000,Wallet,9480000.0,0.95
Magic Eden,magic-eden,Electric Capital,130000000,Series B Round,1654041600000,NFT,48040000.0,0.12
Paper,paper,Electric Capital,9300000,Seed Round,1651363200000,,,
Certora,certora-ico,Electric Capital,36000000,Series B Round,1651363200000,,,
Privy,privy,Electric Capital,8300000,Seed Round,1650412800000,Web 3.0,,
Trisolaris,trisolaris,Electric Capital,4500000,Seed Round,1648771200000,DEX,,
Espresso Systems,espresso-systems,Electric Capital,32000000,Seed Round,1646611200000,Infrastructure,,
Nestcoin,nestcoin,Electric Capital,6450000,Pre-seed,1643673600000,Blockchain Service,,
Sui,sui,Electric Capital,36000000,Series A,1638316800000,Blockchain,5810000000.0,4.70
MystenLabs,mystenlabs-ico,Electric Capital,36000000,Seed Round,1638316800000,,,
ConsenSys,consensys,Electric Capital,200000000,Series C,1637107200000,Web 3.0,,
Slingshot,slingshot-ico,Electric Capital,15000000,Series A Round,1635724800000,,,
Aurora,aurora-near,Electric Capital,12000000,Private Round,1634227200000,Blockchain,36330000.0,1.51
Taker Protocol,taker-protocol,Electric Capital,3000000,Funding Round,1632268800000,Blockchain,,
Syndicate,syndicate-3,Electric Capital,20000000,Series A Round,1627776000000,Infrastructure,45110000.0,0.75
Visor,visor,Electric Capital,3500000,Funding Round,1625097600000,,,
SAIL Token,clipper,Electric Capital,17000000,Seed Round,1625097600000,Governance,,
4K,4k-ico,Electric Capital,3000000,Seed Round,1625097600000,,,
dYdX,dydx,Electric Capital,65000000,Series C,1623715200000,DEX,156400000.0,0.58
RabbitHole,rabbithole-ico,Electric Capital,3600000,Seed Round,1622505600000,,,
Iron Fish,iron-fish,Electric Capital,5300000,Funding Round,1617667200000,Blockchain Service,11930000.0,0.31
Gitcoin,gitcoin,Electric Capital,11300000,Funding Round,1614556800000,Infrastructure,13350000.0,0.24
Omnity Convertible Token,octopus-network,Electric Capital,3000000,Seed Round,1614556800000,Near Ecosystem,3210000.0,1.07
FLEX Coin,flex-coin,Electric Capital,1250000,Private Round,1613692800000,CEX,13820000.0,1.23
Radworks,radicle,Electric Capital,12000000,Early Supporters,1613606400000,Governance,14960000.0,1.25
Celo,celo,Electric Capital,20000000,Venture Round,1612137600000,Layer-2,95500000.0,1.19
Swivel Finance,swivel-finance-ico,Electric Capital,1150000,Seed Round,1607594400000,,,
Marlin,marlin,Electric Capital,3000000,Private Round,1604188800000,Infrastructure,35590000.0,5.93
Bitnomial,bitnomial,Electric Capital,11600000,Series B,1601942400000,Finance,,
Mina Protocol,mina-protocol,Electric Capital,6630000,Strategic Round (unlocked),1601510400000,Blockchain,116340000.0,0.98
Cozy Finance,cozy-finance-ico,Electric Capital,2000000,Seed Round,1599091200000,,,
DerivaDAO,derivadao,Electric Capital,2700000,Investment Round,1590969600000,DeFi,3100000.0,0.57
Auto Finance,tokemak,Electric Capital,4000000,Private Round,1587340800000,Yield Farming,11650000.0,1.46
Near,near,Electric Capital,375000,Private Round 2,1561939200000,Blockchain,2150000000.0,14.01
MultiversX,multivers-x,Electric Capital,1900000,Private Sale,1558377960000,Blockchain,219230000.0,57.69
Spacemesh,spacemesh,Electric Capital,15000000,Series A,1536143400000,Blockchain,,
Oasis,oasis-network,Electric Capital,45000000,Backers,1526688000000,Blockchain,92900000.0,0.34
Obex,obex-2,Framework Ventures,37000000,Funding Round,1763424000000,Finance,,
Daylight,daylight-2,Framework Ventures,75000000,Funding Round,1760572800000,DePIN,,
Crown,crown-2,Framework Ventures,8100000,Seed Round,1760400000000,Finance,,
USD.AI,usd-ai,Framework Ventures,13400000,Series A,1755129600000,DeFi,,
Mecka.AI,mecka-ai,Framework Ventures,8000000,Seed Round,1754956800000,Infrastructure,,
Perle (Prev. Kiva Ai),kiva-ai,Framework Ventures,9000000,Seed Round,1754524800000,Artificial Intelligence (AI),,
W3.io,w3-io,Framework Ventures,7000000,Seed Round,1752537600000,Infrastructure,,
T-Rex,t-rex,Framework Ventures,17000000,Funding Round,1746748800000,Modular Blockchain,,
Unto,unto,Framework Ventures,14400000,Funding Round,1745884800000,Blockchain,,
Meanwhile,meanwhile,Framework Ventures,40000000,Series A,1744243200000,Insurance,,
Uranium Digital,uranium-digital,Framework Ventures,6100000,Seed Round,1742428800000,DeFi,,
Infrared BGT,infrared,Framework Ventures,14000000,Series A,1741046400000,DeFi,11400000.0,0.81
Plasma,xpl,Framework Ventures,20500000,Funding Round,1739404800000,Blockchain,298980000.0,7.29
Henlo,henlo-2,Framework Ventures,3000000,Seed Round,1738713600000,Meme,,
GOAT Gaming,goat-gaming,Framework Ventures,4000000,Strategic Round,1738540800000,Gaming,,
Hyve DA,hyve-da,Framework Ventures,2750000,Pre-seed,1736985600000,Blockchain Service,,
Starpower,starpower,Framework Ventures,2500000,Funding Round,1736380800000,Blockchain Service,,
Avalon,avalon-finance,Framework Ventures,10000000,Series A,1734912000000,DeFi,25930000.0,2.59
Eidon AI,eidon-ai,Framework Ventures,3500000,Seed Round,1731369600000,Infrastructure,,
Glow,glow-2,Framework Ventures,30000000,Funding Round,1730332800000,Blockchain Service,,
Towns,towns,Framework Ventures,25500000,Series A,1728950400000,Social,17560000.0,0.49
Daylight,daylight,Framework Ventures,6000000,Seed Round,1727136000000,Blockchain Service,,
Infinex,infinex-app-crypto,Framework Ventures,65290000,NFT Sale,1726790400000,DEX,,
Ammalgam,ammalgam,Framework Ventures,2500000,Seed Round,1725926400000,DeFi,,
Moku,moku,Framework Ventures,5350000,Funding Round,1725840000000,Gaming,,
Space and Time,space-and-time,Framework Ventures,20000000,Series A,1724716800000,Blockchain Service,38850000.0,1.94
corn,corn-2,Framework Ventures,6700000,Seed Round,1724112000000,Layer-2,39720000.0,1.83
Parfin,parfin-ico,Framework Ventures,10000000,Series A,1723593600000,Layer-2,,
OpenSocial,opensocial,Framework Ventures,6000000,Strategic Round,1721865600000,Social,,
Mira,mira,Framework Ventures,9000000,Seed Round,1721088000000,Infrastructure,28510000.0,1.58
Sentient (Pre-Market),sentient,Framework Ventures,85000000,Seed Round,1719878400000,Blockchain Service,,
Irys,irys,Framework Ventures,3700000,Strategic Round,1718150400000,Infrastructure,63120000.0,17.06
Hylé,hyle,Framework Ventures,2600000,Funding Round,1715644800000,Blockchain,,
Berachain,berachain,Framework Ventures,100000000,Series B,1712880000000,Blockchain,83910000.0,0.42
Uplink,uplink,Framework Ventures,10000000,Funding Round,1712793600000,Infrastructure,,
Arrow Markets,arrow-markets,Framework Ventures,4000000,Series A,1711756800000,DeFi,,
Midas,midas-2,Framework Ventures,8750000,Seed Round,1711584000000,DeFi,,
Bitlayer,bitlayer,Framework Ventures,5000000,Seed Round,1711497600000,Layer-2,7190000.0,0.51
Reya Network (Voltz),reya-network,Framework Ventures,10000000,Funding Round,1711411200000,DeFi,,
Kravata,kravata,Framework Ventures,3600000,Seed Round,1709769600000,Infrastructure,,
Utila,utila,Framework Ventures,11500000,Seed Round,1709596800000,Infrastructure,,
Karak Network,karak-network,Framework Ventures,48000000,Series A,1709078400000,Layer-2,,
Allora,allora,Framework Ventures,,Funding Round,1706918400000,Blockchain Service,29510000.0,
Hyve Labs,hyve-labs,Framework Ventures,2750000,Pre-seed,1705363200000,Gaming,,
Immutable,immutable-x,Framework Ventures,,Strategic Round,1703116800000,Layer-2,553330000.0,
Babylon,babylon,Framework Ventures,18000000,Series A,1701907200000,Blockchain,53070000.0,0.34
Membrane Labs,membrane-labs,Framework Ventures,20000000,Series A,1696982400000,Blockchain Service,,
Socket,socket,Framework Ventures,5000000,Strategic Round,1693958400000,Infrastructure,,
Syrup,syrup,Framework Ventures,5000000,Funding Round,1692662400000,Lending Platform,297540000.0,46.49
Maple,maple,Framework Ventures,5000000,Funding Round,1692662400000,Lending Platform,,
Spearbit,spearbit,Framework Ventures,7000000,Funding Round,1691625600000,Social,,
Cantina,cantina,Framework Ventures,7000000,Funding Round,1691625600000,Web 3.0,,
Illuvium,illuvium,Framework Ventures,10000000,Funding Round,1685491200000,Gaming,45950000.0,4.59
Blockworks,blockworks,Framework Ventures,12000000,Funding Round,1683590400000,Media,,
Antimetal,antimetal,Framework Ventures,4300000,Seed Round,1683504000000,Blockchain Service,,
Jungle,jungle-ico,Framework Ventures,6000000,Seed Round,1678665600000,,,
Proven,proven-ico,Framework Ventures,15800000,Seed Round,1677628800000,,,
Asset Reality,asset-reality-ico,Framework Ventures,4910000,Seed Round,1672531200000,,,
Derive,derive,Framework Ventures,3000000,Strategic Round,1667260800000,Perpetual,21600000.0,7.20
OneKey,onekey-ico,Framework Ventures,20000000,Series A,1664323200000,,,
Smart Layer Network,smart-layer-network,Framework Ventures,6000000,Funding Round,1664236800000,Blockchain Service,,
Immunefi,immunefi,Framework Ventures,24000000,Series A Round,1663804800000,Blockchain Service,,
Jito,jito-network,Framework Ventures,12100000,Series A,1659312000000,Liquid Staking Protocols,164980000.0,2.22
GoGoPool,gogopool,Framework Ventures,5000000,Seed Round,1659312000000,DeFi,2780000.0,0.56
Mighty Action Heroes,mighty-action-heroes-ico,Framework Ventures,10000000,Funding Round,1656633600000,,,
Endaoment,endaoment-ico,Framework Ventures,6670000,Funding Round,1654041600000,,,
Godcoin,godcoin,Framework Ventures,9000000,Seed Round,1651708800000,Gaming,,
Chainflip,chainflip,Framework Ventures,10000000,Equity Round,1651363200000,AMM,26300000.0,1.02
Tally Labs,tally-labs-ico,Framework Ventures,12000000,Seed Round,1651363200000,,,
Certora,certora-ico,Framework Ventures,36000000,Series B Round,1651363200000,,,
Swell,swell-network,Framework Ventures,3750000,Seed Round,1647216000000,Liquid Staking Protocols,8090000.0,1.08
Upshot,upshot-ico,Framework Ventures,22000000,Series A-2,1646092800000,,,
Brahma,brahma,Framework Ventures,4210000,Seed Round,1645488000000,DeFi,,
Teller Finance,teller-finance-ico,Framework Ventures,6850000,Strategic Round,1643673600000,,,
Aethir,aethir,Framework Ventures,,Seed Round,1640995200000,DePIN,194390000.0,
Perion,perion,Framework Ventures,8600000,Early Access Round,1640995200000,Gaming,,
Block Earner,block-earner-ico,Framework Ventures,6400000,Seed Round,1639008000000,,,
ParagonsDAO,paragonsdao,Framework Ventures,27072500,Private Round,1638316800000,DAO,5960000.0,0.11
Slingshot,slingshot-ico,Framework Ventures,15000000,Series A Round,1635724800000,,,
SZNS,szns-ico,Framework Ventures,4000000,Seed Round,1631145600000,,,
Futureswap,futureswap,Framework Ventures,12000000,Venture Round,1630454400000,Perpetual,1670000.0,0.12
Thales,thales,Framework Ventures,2500000,Strategic Round,1626134400000,Yield Aggregator,19150000.0,7.66
AlchemyNFT,alchemynft-ico,Framework Ventures,6000000,Seed Round,1625097600000,,,
Tracer DAO,tracer-dao,Framework Ventures,4500000,Strategic Round,1624924800000,Investment,,
Yield Protocol,yieldprotocol,Framework Ventures,10000000,Series A,1624406400000,Lending Platform,,
Rangers Protocol,rangers-protocol-gas,Framework Ventures,2500000,Private Equity Round,1623664800000,Protocol,41340000.0,8.27
SynFutures,synfutures,Framework Ventures,14000000,Series A Round,1622505600000,Perpetual,22220000.0,0.44
RabbitHole,rabbithole-ico,Framework Ventures,3600000,Seed Round,1622505600000,,,
Zapper,zapper-ico,Framework Ventures,15000000,Series A,1621209600000,,,
Commonwealth,commonwealth-ico,Framework Ventures,3200000,Seed Round,1619827200000,,,
Fei USD,fei-usd,Framework Ventures,19000000,Private Round,1615161600000,Stablecoin,3270000.0,0.09
Gro DAO Token,gro-dao-token,Framework Ventures,7100000,Seed,1609459200000,Yield Aggregator,,
Horizon Finance,horizon-finance,Framework Ventures,1335000,Seed Round,1602720000000,Yield Aggregator,,
DODO,dodo,Framework Ventures,5000000,Private Sale,1598918400000,DeFi,14950000.0,1.00
The Graph,the-graph,Framework Ventures,5000000,Strategic Round,1590969600000,Big Data,472420000.0,2.25
PowerTrade Fuel,powertrade-fuel,Framework Ventures,,Seed Sale,1590969600000,Derivatives,,
Auto Finance,tokemak,Framework Ventures,4000000,Private Round,1587340800000,Yield Farming,11650000.0,1.46
Synthetix,synthetix,Framework Ventures,3800000,Partnership Incentives,1569888000000,DeFi,161640000.0,10.23
Tellor Tributes,tellor,Framework Ventures,150000,Pre-seed,1527811200000,Oracle,57430000.0,143.57
Numeraire,numeraire,Union Square Ventures Usv,30000000,Series C,1763596800000,DeFi,84290000.0,2.06
The Clearing Company,the-clearing-company,Union Square Ventures Usv,15000000,Seed Round,1756252800000,DeFi,,
XMTP,xmtp,Union Square Ventures Usv,20000000,Series B,1752710400000,Social,,
Blackbird,blackbird,Union Square Ventures Usv,50000000,Series B,1744070400000,Social,,
Pluralis Research,pluralis-research,Union Square Ventures Usv,7600000,Seed Round,1742342400000,Blockchain Service,,
tapestry,tapestry,Union Square Ventures Usv,5750000,Series A,1736985600000,Social,,
WalletConnect Token,walletconnect,Union Square Ventures Usv,13000000,Series B,1736812800000,Wallet,15320000.0,0.59
Glow,glow-2,Union Square Ventures Usv,30000000,Funding Round,1730332800000,Blockchain Service,,
Daylight,daylight,Union Square Ventures Usv,6000000,Seed Round,1727136000000,Blockchain Service,,
Sling Money,sling-money,Union Square Ventures Usv,15000000,Series A,1723593600000,Finance,,
Neynar,neynar,Union Square Ventures Usv,11000000,Series A,1717027200000,Infrastructure,,
Farcaster,farcaster,Union Square Ventures Usv,150000000,Series A,1716249600000,Social,,
Kiosk,kiosk,Union Square Ventures Usv,10000000,Funding Round,1714608000000,Social,,
Paragraph,paragraph-ico,Union Square Ventures Usv,5000000,Funding Round,1714608000000,,,
fxhash,fxhash,Union Square Ventures Usv,5000000,Seed Round,1691452800000,NFT,1370000.0,0.14
Web3Auth,web3auth,Union Square Ventures Usv,13000000,Series A,1641945600000,Web 3.0,,
Ceramic,ceramic-ico,Union Square Ventures Usv,30000000,Series A Round,1640995200000,,,
Dune Analytics,dune-analytics,Union Square Ventures Usv,8000000,Series A Round,1625097600000,Blockchain Service,,
Flurry Finance,flurry,Union Square Ventures Usv,750000,Seed Round,1622505600000,,,
ZKsync,zksync,Union Square Ventures Usv,6000000,Series A,1612137600000,Layer-2,281110000.0,0.43
Uniswap,uniswap,Union Square Ventures Usv,11000000,Series A,1593561600000,DEX,3400000000.0,6.72
Arweave,arweave,Union Square Ventures Usv,8300000,Private Round,1580515200000,Storage,256959999.99999997,7.74
Helium,helium,Union Square Ventures Usv,15000000,Series C,1560297600000,Social,339110000.0,0.55
Algorand,algorand,Union Square Ventures Usv,62000000,Venture Round,1538352000000,Blockchain,1150000000.0,9.27
Internet Computer,internet-computer,Union Square Ventures Usv,61000000,Strategic Round,1512000000000,Blockchain,1820000000.0,4.96
Filecoin,filecoin,Union Square Ventures Usv,52000000,Pre-Sale,1498867200000,Storage,1010000000.0,19.42
Stacks,stacks,Union Square Ventures Usv,4000000,Series A,1483596000000,Blockchain,538940000.0,134.74
Crown,crown-2,Paradigm,13500000,Series A,1765152000000,Finance,,
Kalshi,kalshi,Paradigm,1000000000,Funding Round,1763683200000,Predictions,,
Rift,rift,Paradigm,8000000,Seed Round,1762560000000,DEX,,
Harmonic,harmonic,Paradigm,6000000,Seed Round,1762300800000,Infrastructure,,
Liquid,liquid,Paradigm,7600000,Seed Round,1762128000000,DEX,,
Standard Economics,standard-economics,Paradigm,9000000,Seed Round,1761609600000,Blockchain Service,,
MetaDAO,meta-2-2,Paradigm,5900000,OTC Deal,1761350400000,Solana Ecosystem,141050000.0,23.91
Divine,divine,Paradigm,6600000,Seed Round,1758758400000,DeFi,,
Plural,plural,Paradigm,7130000,Seed Round,1756944000000,Blockchain Service,,
Tempo,tempo,Paradigm,,Incubation,1756944000000,Blockchain,,
Etherealize,etherealize,Paradigm,40000000,Funding Round,1756857600000,Social,,
AUSD,agora-2,Paradigm,50000000,Series A,1752105600000,Stablecoin,216390000.0,4.33
Kuru,kuru,Paradigm,11600000,Series A,1751846400000,DeFi,,
GTE,gte,Paradigm,15000000,Series A,1750636800000,DEX,,
Wildcard,wildcard-ico,Paradigm,6500000,Funding Round,1750204800000,,,
3Jane,3jane,Paradigm,5200000,Seed Round,1748995200000,DeFi,,
Reddio,reddio,Paradigm,,Series A,1748649600000,Layer-2,,
Nous Research,nous-research,Paradigm,50000000,Series A,1745539200000,Artificial Intelligence (AI),,
Consensus Value Creation,consensus-value-creation,Paradigm,20000000,Strategic Round,1745107200000,Blockchain Service,,
Privy,privy,Paradigm,15000000,Funding Round,1742342400000,Web 3.0,,
Mesh,mesh,Paradigm,82000000,Series B,1741651200000,Finance,,
Across Protocol,across-protocol,Paradigm,41000000,Private Token Sale,1741046400000,Protocol,35680000.0,0.44
Irreducible,irreducible,Paradigm,24000000,Series A,1738195200000,Infrastructure,,
D3,d3-2,Paradigm,25000000,Funding Round,1738108800000,Blockchain Service,,
Phantom,phantom,Paradigm,150000000,Series C,1736985600000,Wallet,,
Noble,noble,Paradigm,15000000,Series A,1731974400000,Blockchain Service,,
Ithaca,ithaca,Paradigm,20000000,Funding Round,1728604800000,Blockchain,,
Sorella,sorella,Paradigm,7500000,Seed Round,1724112000000,DeFi,,
Conduit,conduit-ico,Paradigm,37000000,Series A,1719273600000,,,
Symbiotic,symbiotic,Paradigm,5800000,Seed Round,1718064000000,Liquid Staking Protocols,,
Babylon,babylon,Paradigm,70000000,Funding Round,1717027200000,Blockchain,53070000.0,0.34
Farcaster,farcaster,Paradigm,150000000,Series A,1716249600000,Social,,
Monad,monad,Paradigm,225000000,Funding Round,1712620800000,Blockchain,281490000.0,0.60
Phoenix,phoenix-2,Paradigm,20000000,Series A,1712188800000,DEX,,
Succinct,succinct,Paradigm,55000000,Series A Round,1710979200000,Infrastructure,81780000.0,1.49
Axiom,axiom,Paradigm,20000000,Series A,1706140800000,Blockchain Service,,
Shadow,shadow,Paradigm,9000000,Seed Round,1701734400000,Blockchain Service,,
Blast,blast-l2,Paradigm,20000000,Funding Round,1700524800000,Layer-2,43530000.0,1.09
Friend.tech,friend-tech,Paradigm,,Seed Round,1692316800000,Social,3440000.0,
Flashbots,flashbots,Paradigm,60000000,Series B,1690243200000,Blockchain Service,,
Code4rena,code4rena-ico,Paradigm,6000000,Funding Round,1678924800000,,,
vana,vana,Paradigm,18000000,Series A,1669852800000,Artificial Intelligence (AI),82200000.0,4.11
Uniswap,uniswap,Paradigm,165000000,Series B,1665619200000,DEX,3400000000.0,6.72
Blowfish,blowfish-2,Paradigm,11800000,Funding Round,1661990400000,Blockchain Service,,
SignalPlus,signalplus,Paradigm,,Series A,1660262400000,Finance,,
Limit Break,limit-break-ico,Paradigm,200000000,Funding Round,1659312000000,,,
Magic Eden,magic-eden,Paradigm,130000000,Series B Round,1654041600000,NFT,48040000.0,0.12
Utopia Labs,utopia-labs-ico,Paradigm,23000000,Series A,1653955200000,,,
Axie Infinity,axie-infinity,Paradigm,150000000,Funding Round,1648771200000,Gaming,172280000.0,0.38
Fractal,fractal-ico,Paradigm,35000000,Seed Round,1648771200000,Gaming,,
Ribbon Finance,ribbon-finance,Paradigm,8800000,Venture Round,1647907200000,DeFi,3460000.0,0.39
Praxis,praxis,Paradigm,15000000,Series A,1646265600000,Artificial Intelligence (AI),,
Optimism,optimism,Paradigm,150000000,Series B Round,1646092800000,Layer-2,585850000.0,2.21
Blur,blur,Paradigm,11000000,Seed Round,1646092800000,NFT,89370000.0,4.06
Exotic Markets,exotic-markets,Paradigm,5000000,Venture Round,1641340800000,Oracle,,
FTX Token,ftx-token,Paradigm,400000000,Series C,1640995200000,CEX,204670000.0,0.12
ParagonsDAO,paragonsdao,Paradigm,27072500,Private Round,1638316800000,DAO,5960000.0,0.11
Aztec,aztec,Paradigm,17000000,Series A,1638316800000,Blockchain,,
MoonPay,moonpay,Paradigm,555000000,Series A,1637539200000,Finance,,
Osmosis,osmosis,Paradigm,21000000,Venture Round,1633046400000,DEX,51460000.0,1.23
Parallel,parallel,Paradigm,50000000,Seed Round,1633046400000,Gaming,,
StarkNet,starknet,Paradigm,50000000,Series C,1630454400000,Blockchain,502230000.0,5.12
X-Margin,x-margin-ico,Paradigm,8000000,Series A,1630454400000,,,
Euler,euler,Paradigm,8000000,Series A,1629849600000,Lending Platform,66670000.0,1.67
JET,jet,Paradigm,6800000,Follow-on Round,1627776000000,Lending Platform,,
Bitwave,bitwave-ico,Paradigm,7250000,Seed Round,1627776000000,,,
Yield Protocol,yieldprotocol,Paradigm,10000000,Series A,1624406400000,Lending Platform,,
dYdX,dydx,Paradigm,65000000,Series C,1623715200000,DEX,156400000.0,0.58
Lido DAO,lido-dao,Paradigm,51000000,Venture Round,1620172800000,DeFi,527650000.0,3.69
Bitso,bitso-ico,Paradigm,250000000,Series C,1620172800000,,,
Showtime,showtime-ico,Paradigm,7600000,Seed Round,1619827200000,,,
Chainalysis,chainalysis,Paradigm,100000000,Series D,1616716800000,Blockchain Service,,
Gitcoin,gitcoin,Paradigm,11300000,Funding Round,1614556800000,Infrastructure,13350000.0,0.24
Fireblocks,fireblocks-ico,Paradigm,133000000,Series C,1614556800000,,,
Opyn Squeeth,opyn-squeeth,Paradigm,6700000,Series A,1612310400000,DeFi,,
Synthetix,synthetix,Paradigm,12000000,Funding Round,1606780800000,DeFi,161640000.0,10.23
Mina Protocol,mina-protocol,Paradigm,6630000,Strategic Round (unlocked),1601510400000,Blockchain,116340000.0,0.98
Siacoin,siacoin,Paradigm,3000000,Seed Round,1600732800000,Storage,90030000.0,30.01
Rai Reflex Index,rai,Paradigm,1700000,Seed Round,1596585600000,Backed Tokens,2200000.0,0.38
Reflexer Ungovernance Token,reflexer-ungovernance-token,Paradigm,1700000,Seed Round,1596585600000,DeFi,,
Royale,royale,Paradigm,350000,Seed Round,1596240000000,,,
Amber Group,amber-group-ico,Paradigm,28000000,Series A Round,1580515200000,,,
Compound,compound,Paradigm,25000000,Series A,1576022400000,DeFi,303410000.0,4.05
Numeraire,numeraire,Paradigm,11000000,Series B,1553126400000,DeFi,84290000.0,2.06
Maker,maker,Paradigm,27500000,Seed Round 3,1548979200000,DeFi,,
Keep Network,keep-network,Paradigm,7700000,Venture Round,1543708800000,DeFi,49670000.0,2.15
Spacemesh,spacemesh,Paradigm,15000000,Series A,1536143400000,Blockchain,,
Cosmos Hub,cosmos,Paradigm,1329500,Strategic Round,1472688000000,Blockchain,1060000000.0,398.65
noice,noice,Balaji Srinivasan,,Funding Round,1760400000000,Meme,10030000.0,
Inversion Capital,inversion-capital,Balaji Srinivasan,26500000,Seed Round,1757289600000,Infrastructure,,
Trepa,trepa,Balaji Srinivasan,420000,Pre-seed,1755907200000,DeFi,,
ZAR,zar,Balaji Srinivasan,7000000,Funding Round,1745971200000,Finance,,
Octane,octane,Balaji Srinivasan,6750000,Seed Round,1744070400000,Blockchain Service,,
Pluralis Research,pluralis-research,Balaji Srinivasan,7600000,Seed Round,1742342400000,Blockchain Service,,
Prime Intellect,prime-intellect,Balaji Srinivasan,15000000,Funding Round,1740700800000,Blockchain Service,,
Fluent,fluent,Balaji Srinivasan,8000000,Funding Round,1739923200000,Layer-2,,
fomo,fomo-2,Balaji Srinivasan,2000000,Angel,1739836800000,DeFi,,
HOME,home,Balaji Srinivasan,2000000,Extended Seed Round,1739404800000,DeFi,66390000.0,33.20
Suilend,suilend,Balaji Srinivasan,4000000,Funding Round,1733356800000,Lending Platform,13400000.0,3.35
Citrea,citrea,Balaji Srinivasan,14000000,Series A,1730332800000,Infrastructure,,
